activity_id,customer_id,activity_timestamp,activity_type,device_id,ip_address
A00016290,C04043,2025-05-16 20:53:04,Checkout,D008657,IP004225
A00016291,C05535,2026-02-17 17:34:25,Search,D007950,IP000199
A00016292,C02876,2026-01-17 13:56:55,Login,D008870,IP003721
A00016293,C03957,2026-08-05 19:37:32,Search,D001160,IP005498
A00016294,C02239,2025-01-18 19:04:20,Login,D001841,IP002019
A00016295,C07237,2026-08-11 08:42:19,Checkout,D003080,IP006212
A00016296,C05014,2026-03-30 14:57:43,Search,D008486,IP002689
A00016297,C06229,2025-08-30 00:52:51,Checkout,D005010,IP002353
A00016298,C06618,2025-03-29 19:01:50,Search,D007186,IP003836
A00016299,C07633,2026-06-13 06:14:28,Product View,D005227,IP000943
A00016300,C00280,2025-05-22 16:53:58,Search,D006615,IP002934
A00016301,C04818,2026-08-24 02:39:26,Search,D003104,IP006991
A00016302,C04664,2025-06-14 15:27:20,Search,D000502,IP002099
A00016303,C07037,2025-03-01 16:47:15,Product View,D000137,IP005719
A00016304,C00650,2025-02-15 16:47:28,Login,D007494,IP005402
A00016305,C05946,2025-10-24 15:06:15,Search,D002006,IP002567
A00016306,C05675,2026-03-14 15:20:42,Product View,D008400,IP001092
A00016307,C02672,2025-06-08 21:41:53,Add to Cart,D002753,IP002736
A00016308,C00678,2026-02-04 22:55:15,Product View,D003377,IP000567
A00016309,C04953,2026-03-12 12:49:41,Wishlist,D005057,IP004923
A00016310,C02760,2025-01-21 03:55:48,Product View,D003081,IP000678
A00016311,C06354,2026-01-24 02:56:24,Product View,D001909,IP005144
A00016312,C00679,2025-01-03 23:48:17,Search,D007039,IP000145
A00016313,C05572,2026-01-12 12:47:23,Product View,D006740,IP005571
A00016314,C03695,2026-04-11 05:40:17,Checkout,D009068,IP002655
A00016315,C00272,2025-10-06 09:37:18,Product View,D006671,IP005285
A00016316,C07847,2025-11-14 03:04:06,Search,D001371,IP003606
A00016317,C02582,2025-10-08 05:00:03,Product View,D006904,IP003503
A00016318,C01553,2026-08-24 22:45:32,Login,D009354,IP000916
A00016319,C01173,2025-07-05 22:38:00,Add to Cart,D000814,IP004485
A00016320,C01703,2026-05-18 11:11:10,Search,D008663,IP002250
A00016321,C03193,2025-10-16 16:29:16,Search,D003696,IP003371
A00016322,C06790,2026-04-18 08:11:04,Search,D009872,IP005114
A00016323,C04901,2026-08-19 03:25:09,Checkout,D008658,IP001799
A00016324,C06446,2025-04-15 07:47:23,Product View,D001451,IP001202
A00016325,C00100,2025-11-20 13:51:52,Add to Cart,D007844,IP004865
A00016326,C07946,2025-04-30 08:37:58,Checkout,D008660,IP000892
A00016327,C04446,2025-01-02 22:44:05,Product View,D008422,IP006317
A00016328,C00597,2026-04-02 06:11:04,Add to Cart,D005836,IP004492
A00016329,C02990,2025-10-23 14:39:51,Wishlist,D007837,IP002202
A00016330,C03388,2026-05-05 01:41:42,Login,D001871,IP006069
A00016331,C06643,2026-08-02 07:53:51,Product View,D000448,IP006516
A00016332,C03358,2026-02-15 06:59:48,Product View,D001960,IP002440
A00016333,C07440,2025-02-20 19:53:12,Login,D008030,IP001379
A00016334,C05952,2025-04-07 19:40:08,Product View,D005799,IP002160
A00016335,C03756,2025-03-05 17:22:17,Product View,D002181,IP003332
A00016336,C03757,2025-10-25 20:48:26,Checkout,D005377,IP000739
A00016337,C01746,2025-08-14 02:24:25,Checkout,D004321,IP002400
A00016338,C04025,2025-09-26 23:02:56,Wishlist,D004818,IP004048
A00016339,C00278,2026-04-15 18:37:57,Login,D004728,IP003091
A00016340,C06647,2026-01-07 11:46:30,Add to Cart,D007431,IP006602
A00016341,C03423,2025-02-12 13:52:05,Search,D009018,IP002114
A00016342,C07824,2026-03-28 18:37:02,Login,D006295,IP004988
A00016343,C01522,2026-01-09 00:10:56,Search,D002404,IP001547
A00016344,C05535,2025-09-05 16:27:45,Checkout,D007950,IP000199
A00016345,C04728,2025-05-05 13:19:09,Product View,D001246,IP002290
A00016346,C06000,2025-02-01 00:55:52,Search,D003976,IP006590
A00016347,C06339,2026-05-02 22:20:24,Product View,D005394,IP002679
A00016348,C06224,2025-08-12 00:40:11,Product View,D000436,IP006101
A00016349,C07368,2025-08-30 12:41:26,Product View,D000628,IP000879
A00016350,C04148,2025-02-07 20:44:44,Add to Cart,D009682,IP001227
A00016351,C04795,2026-07-15 03:08:18,Checkout,D008774,IP001354
A00016352,C02300,2025-11-23 09:18:15,Add to Cart,D009953,IP003860
A00016353,C02534,2025-03-23 10:39:15,Checkout,D000410,IP002916
A00016354,C06650,2025-03-11 14:21:59,Add to Cart,D004635,IP005246
A00016355,C01758,2025-08-17 19:31:35,Add to Cart,D007167,IP001275
A00016356,C00414,2025-01-18 06:18:42,Login,D000321,IP004797
A00016357,C05535,2026-08-16 15:33:25,Login,D007950,IP000199
A00016358,C07274,2025-05-17 10:53:40,Search,D002629,IP001796
A00016359,C06642,2026-06-25 05:41:40,Login,D000770,IP003442
A00016360,C06532,2026-01-26 19:29:58,Product View,D006897,IP003639
A00016361,C07941,2026-01-12 04:13:06,Wishlist,D002345,IP006218
A00016362,C06009,2025-06-18 09:22:08,Search,D007738,IP004093
A00016363,C02773,2025-10-09 00:00:22,Login,D004054,IP000748
A00016364,C00937,2026-05-27 18:13:30,Add to Cart,D004358,IP005237
A00016365,C01672,2025-06-20 19:07:55,Login,D000025,IP002166
A00016366,C04728,2025-04-03 21:45:34,Checkout,D001246,IP002290
A00016367,C03918,2026-04-21 19:08:43,Login,D002076,IP004718
A00016368,C01337,2025-03-13 16:15:36,Wishlist,D009162,IP000778
A00016369,C02834,2026-07-12 11:40:49,Search,D009567,IP001161
A00016370,C06875,2025-01-03 07:13:47,Login,D002463,IP000324
A00016371,C02229,2025-01-30 11:56:45,Product View,D004066,IP001136
A00016372,C00131,2026-04-04 20:07:39,Login,D003265,IP002666
A00016373,C01100,2026-02-14 05:21:59,Checkout,D005446,IP005440
A00016374,C06158,2026-05-22 13:32:14,Login,D001814,IP000929
A00016375,C07023,2025-06-04 21:32:55,Product View,D000175,IP005468
A00016376,C02774,2026-04-24 23:03:18,Search,D007292,IP004073
A00016377,C07881,2025-11-09 16:26:11,Search,D002114,IP001711
A00016378,C06701,2026-07-23 17:41:56,Checkout,D001549,IP003653
A00016379,C02501,2026-01-11 07:49:09,Product View,D009143,IP004037
A00016380,C01670,2026-05-26 19:54:01,Login,D000701,IP003764
A00016381,C07097,2026-01-05 19:09:04,Login,D008453,IP000361
A00016382,C02547,2025-02-07 23:21:55,Wishlist,D008635,IP006270
A00016383,C03576,2025-11-19 13:28:27,Product View,D002033,IP001734
A00016384,C04091,2025-05-03 18:57:48,Product View,D005348,IP003544
A00016385,C06257,2025-06-22 07:49:20,Product View,D002539,IP006975
A00016386,C07244,2025-12-27 02:02:50,Login,D006283,IP006321
A00016387,C00181,2026-07-14 19:12:47,Product View,D002161,IP000147
A00016388,C00130,2026-02-06 21:53:40,Product View,D008423,IP006083
A00016389,C00787,2025-02-28 14:50:14,Login,D000746,IP000070
A00016390,C04930,2025-11-20 03:49:53,Wishlist,D009444,IP003170
A00016391,C07236,2026-04-22 01:28:28,Product View,D002721,IP000054
A00016392,C06310,2026-07-01 15:41:10,Add to Cart,D006317,IP000862
A00016393,C04444,2026-04-21 08:38:55,Product View,D005501,IP006639
A00016394,C01663,2025-05-15 04:49:43,Login,D009118,IP003715
A00016395,C06879,2025-09-30 05:47:26,Search,D006291,IP002215
A00016396,C06195,2025-12-11 17:51:15,Search,D007212,IP001853
A00016397,C02883,2025-12-17 04:13:08,Product View,D006320,IP004703
A00016398,C00828,2025-04-02 09:14:07,Search,D001510,IP005854
A00016399,C06511,2025-06-16 16:44:21,Product View,D008789,IP006833
A00016400,C05523,2025-05-21 13:11:23,Checkout,D000892,IP003600
A00016401,C00531,2026-01-14 05:29:14,Product View,D009318,IP004374
A00016402,C02429,2025-02-19 04:38:45,Wishlist,D008326,IP003062
A00016403,C00656,2025-04-10 09:22:50,Search,D000800,IP005934
A00016404,C01011,2026-05-08 04:13:46,Add to Cart,D003725,IP003587
A00016405,C04879,2025-07-30 23:00:23,Search,D000680,IP003951
A00016406,C00845,2025-03-28 04:09:05,Login,D005812,IP003155
A00016407,C07803,2026-03-24 09:24:14,Add to Cart,D006959,IP000175
A00016408,C02414,2025-09-04 08:04:11,Product View,D002981,IP001200
A00016409,C00032,2025-11-01 18:56:44,Product View,D000394,IP002658
A00016410,C06761,2025-06-01 00:59:36,Product View,D000988,IP004915
A00016411,C00357,2026-02-13 21:25:59,Product View,D009419,IP002709
A00016412,C05463,2026-05-23 22:50:21,Search,D009009,IP000524
A00016413,C04393,2025-06-06 14:02:59,Search,D003172,IP001957
A00016414,C03120,2026-01-20 18:04:44,Login,D001144,IP003811
A00016415,C02530,2025-09-17 07:36:46,Add to Cart,D004559,IP005416
A00016416,C01285,2026-03-27 19:18:47,Product View,D006311,IP004166
A00016417,C05579,2025-03-29 02:50:20,Checkout,D000952,IP003476
A00016418,C00769,2026-05-20 00:01:54,Product View,D002219,IP000282
A00016419,C07732,2025-12-28 01:19:18,Add to Cart,D007733,IP006390
A00016420,C00211,2025-12-19 23:03:53,Checkout,D005865,IP003311
A00016421,C03902,2025-11-25 10:05:09,Login,D003673,IP005880
A00016422,C01111,2025-06-21 06:37:24,Login,D008511,IP006452
A00016423,C02225,2026-03-24 22:50:25,Checkout,D003334,IP002166
A00016424,C00223,2025-02-22 12:32:01,Product View,D008765,IP004104
A00016425,C06898,2026-03-21 09:02:52,Checkout,D005846,IP002736
A00016426,C04640,2026-01-06 20:33:28,Checkout,D007412,IP000937
A00016427,C06370,2026-01-04 16:29:49,Login,D006021,IP006596
A00016428,C01829,2025-05-15 11:39:43,Product View,D003173,IP006970
A00016429,C01311,2025-06-19 05:10:26,Product View,D004524,IP004151
A00016430,C07746,2026-08-30 08:03:30,Product View,D004345,IP000981
A00016431,C02544,2026-06-16 17:05:38,Product View,D002510,IP001966
A00016432,C01996,2026-02-14 07:58:46,Search,D000946,IP005876
A00016433,C07921,2025-04-18 21:03:00,Search,D004978,IP006709
A00016434,C05216,2025-07-20 15:18:27,Checkout,D002766,IP000768
A00016435,C06424,2025-02-16 20:15:51,Search,D003143,IP004271
A00016436,C07070,2025-11-19 00:49:53,Search,D009356,IP006141
A00016437,C02989,2025-09-18 09:05:47,Add to Cart,D006068,IP005959
A00016438,C04174,2025-03-26 22:02:02,Product View,D006373,IP001719
A00016439,C03867,2025-08-29 00:33:50,Product View,D002808,IP006957
A00016440,C02460,2025-04-25 03:47:03,Checkout,D008297,IP002927
A00016441,C02863,2025-12-14 08:55:19,Checkout,D007758,IP006978
A00016442,C06296,2025-05-27 16:49:02,Wishlist,D000665,IP003788
A00016443,C02872,2025-11-24 13:49:09,Product View,D006026,IP003786
A00016444,C06392,2026-05-01 18:09:39,Login,D004840,IP002772
A00016445,C07975,2025-07-17 02:41:38,Search,D000195,IP001075
A00016446,C03012,2026-06-24 17:33:22,Search,D000496,IP002515
A00016447,C04403,2025-12-15 20:08:58,Product View,D002496,IP001129
A00016448,C06998,2025-06-14 07:44:30,Login,D004280,IP004795
A00016449,C00064,2025-12-03 22:09:26,Search,D001252,IP003993
A00016450,C06591,2026-07-19 13:13:53,Product View,D001455,IP002663
A00016451,C02146,2025-01-05 06:44:32,Login,D008659,IP001370
A00016452,C07245,2025-06-29 21:40:03,Product View,D009367,IP002419
A00016453,C05882,2025-08-11 12:25:25,Search,D006415,IP001426
A00016454,C02663,2026-05-14 16:01:37,Add to Cart,D003296,IP004444
A00016455,C03197,2025-11-27 23:07:42,Search,D009449,IP004260
A00016456,C01372,2026-02-06 19:51:49,Search,D002962,IP005022
A00016457,C01461,2026-08-27 22:43:11,Product View,D000035,IP003760
A00016458,C02240,2026-03-05 04:21:26,Product View,D003894,IP003127
A00016459,C07970,2025-02-12 12:52:10,Product View,D009098,IP006032
A00016460,C00150,2026-05-18 07:11:56,Login,D001015,IP003629
A00016461,C01127,2026-06-06 07:34:09,Login,D007765,IP004428
A00016462,C03818,2025-02-11 03:05:28,Add to Cart,D002613,IP002051
A00016463,C01032,2025-01-04 17:22:15,Add to Cart,D009862,IP003743
A00016464,C02880,2026-05-19 03:45:53,Login,D008584,IP005894
A00016465,C05330,2026-03-04 03:34:40,Add to Cart,D007040,IP003549
A00016466,C03361,2025-08-15 13:44:13,Wishlist,D007488,IP003359
A00016467,C00349,2026-05-19 08:26:11,Search,D009113,IP006815
A00016468,C05891,2025-10-21 08:13:58,Product View,D001665,IP005217
A00016469,C06168,2026-04-12 02:26:18,Login,D006268,IP004018
A00016470,C03442,2025-09-29 07:41:28,Search,D003309,IP006582
A00016471,C06506,2026-08-17 15:58:37,Add to Cart,D003168,IP000046
A00016472,C03220,2026-02-04 14:36:04,Wishlist,D007555,IP004996
A00016473,C06811,2025-03-17 22:01:05,Login,D006495,IP002956
A00016474,C02883,2026-02-27 13:01:10,Login,D006320,IP004703
A00016475,C00087,2026-06-26 23:20:10,Product View,D007089,IP000490
A00016476,C04793,2025-05-06 07:29:28,Search,D001150,IP002963
A00016477,C06381,2025-11-05 06:05:08,Product View,D001857,IP001924
A00016478,C03295,2025-09-30 16:14:57,Product View,D001841,IP004981
A00016479,C07360,2025-01-07 02:15:39,Login,D003281,IP006474
A00016480,C01535,2025-04-04 10:57:52,Search,D005651,IP000475
A00016481,C05776,2025-05-01 20:54:19,Product View,D003599,IP001981
A00016482,C04233,2025-10-30 06:30:24,Product View,D006955,IP004844
A00016483,C02960,2026-05-27 21:04:56,Product View,D008888,IP004580
A00016484,C03097,2026-02-27 17:36:40,Search,D009205,IP005776
A00016485,C07699,2025-09-02 12:09:23,Search,D000898,IP002143
A00016486,C07738,2026-08-01 17:51:53,Search,D008606,IP002001
A00016487,C06243,2026-05-09 23:19:05,Wishlist,D007152,IP005863
A00016488,C06937,2026-07-29 04:46:56,Product View,D004429,IP001513
A00016489,C02602,2026-06-18 10:24:22,Login,D008073,IP001180
A00016490,C07501,2025-03-29 03:48:03,Product View,D005177,IP006715
A00016491,C00258,2025-01-06 21:32:03,Product View,D008525,IP002592
A00016492,C00715,2026-04-24 17:53:52,Product View,D000464,IP000041
A00016493,C07016,2025-12-16 05:10:11,Search,D007391,IP003822
A00016494,C03752,2025-10-03 10:40:20,Product View,D000401,IP006459
A00016495,C05301,2026-04-16 21:22:27,Search,D009740,IP001231
A00016496,C04114,2026-01-17 05:34:50,Checkout,D002080,IP005228
A00016497,C04571,2025-11-18 12:53:20,Product View,D007059,IP004621
A00016498,C04561,2026-05-20 07:54:39,Search,D005360,IP003546
A00016499,C00172,2026-01-24 18:38:32,Product View,D003053,IP006196
A00016500,C02329,2025-01-01 23:54:49,Product View,D004982,IP004547
A00016501,C06111,2025-08-28 05:42:18,Checkout,D003903,IP005648
A00016502,C04552,2026-02-02 03:57:53,Add to Cart,D005230,IP000067
A00016503,C00401,2025-06-03 04:33:51,Product View,D000704,IP004618
A00016504,C04964,2025-12-23 11:12:44,Product View,D007261,IP006520
A00016505,C06050,2025-10-11 02:35:40,Checkout,D007924,IP005494
A00016506,C06880,2026-07-11 01:15:01,Add to Cart,D004481,IP003015
A00016507,C02527,2025-04-08 23:25:49,Checkout,D008119,IP001807
A00016508,C02427,2025-11-24 14:56:53,Search,D004842,IP002665
A00016509,C07934,2026-06-27 18:16:16,Login,D008887,IP000703
A00016510,C00503,2026-07-22 23:54:00,Search,D001567,IP004378
A00016511,C02138,2025-01-14 02:59:54,Checkout,D009465,IP004387
A00016512,C06207,2025-09-30 00:54:05,Login,D009272,IP005549
A00016513,C04491,2025-02-14 02:52:00,Login,D009597,IP005376
A00016514,C07473,2025-02-19 17:52:05,Add to Cart,D004883,IP003936
A00016515,C07828,2025-02-12 12:29:34,Search,D006216,IP001040
A00016516,C07281,2025-09-16 00:57:05,Product View,D000741,IP001641
A00016517,C03274,2025-04-27 01:41:31,Wishlist,D007662,IP004048
A00016518,C00588,2025-07-16 14:05:16,Login,D007595,IP005998
A00016519,C06536,2026-01-31 22:33:18,Search,D005429,IP006364
A00016520,C07835,2025-07-16 20:00:39,Checkout,D004765,IP002432
A00016521,C01149,2025-09-27 22:36:14,Search,D004299,IP005945
A00016522,C00920,2025-08-24 19:55:02,Product View,D000624,IP005465
A00016523,C05387,2026-01-18 03:55:57,Add to Cart,D001051,IP000734
A00016524,C01430,2025-02-23 20:33:16,Product View,D002087,IP004811
A00016525,C05237,2026-06-09 11:59:54,Search,D001524,IP001258
A00016526,C07121,2025-01-05 01:22:52,Search,D008960,IP004153
A00016527,C05980,2026-06-21 03:45:57,Wishlist,D002366,IP005043
A00016528,C06163,2025-08-04 16:23:49,Product View,D006239,IP001257
A00016529,C01613,2025-03-16 20:01:06,Add to Cart,D002274,IP005386
A00016530,C03902,2025-04-20 20:28:24,Search,D003673,IP005880
A00016531,C07783,2025-06-08 06:54:44,Product View,D004389,IP004742
A00016532,C05467,2026-07-13 17:51:08,Search,D000165,IP003806
A00016533,C07262,2026-01-04 05:58:43,Product View,D006305,IP004406
A00016534,C03460,2025-09-23 06:07:12,Checkout,D008266,IP004450
A00016535,C02771,2025-05-14 22:43:53,Product View,D005886,IP000832
A00016536,C07687,2025-06-07 19:32:17,Product View,D006789,IP003437
A00016537,C02934,2025-08-21 22:38:04,Add to Cart,D001696,IP003840
A00016538,C07355,2025-09-21 03:55:23,Search,D009860,IP001636
A00016539,C07497,2025-04-15 13:57:18,Login,D006411,IP001220
A00016540,C06609,2025-03-20 03:11:26,Login,D001101,IP002480
A00016541,C05126,2026-05-02 12:56:01,Search,D009793,IP000598
A00016542,C06163,2025-02-24 01:05:30,Product View,D006239,IP001257
A00016543,C05553,2026-08-21 06:44:56,Checkout,D004913,IP006932
A00016544,C05453,2025-10-09 20:16:53,Login,D008626,IP006786
A00016545,C00494,2025-06-20 03:34:16,Login,D002882,IP005911
A00016546,C05085,2025-09-05 13:55:36,Product View,D008195,IP000701
A00016547,C02460,2026-04-01 05:37:56,Product View,D008297,IP002927
A00016548,C05241,2025-09-15 14:12:30,Checkout,D001219,IP000085
A00016549,C00509,2025-04-05 21:31:28,Search,D009338,IP000389
A00016550,C02266,2025-05-10 00:52:48,Product View,D008565,IP004247
A00016551,C02626,2025-07-17 09:33:56,Product View,D005176,IP000909
A00016552,C06903,2025-03-11 15:09:08,Add to Cart,D002179,IP002541
A00016553,C00069,2026-06-09 07:29:14,Add to Cart,D000196,IP006838
A00016554,C07684,2025-08-11 07:56:56,Add to Cart,D009275,IP001304
A00016555,C07002,2026-03-05 16:39:51,Add to Cart,D004760,IP004776
A00016556,C01907,2025-01-19 20:38:10,Checkout,D005653,IP004618
A00016557,C01349,2025-01-28 08:05:23,Add to Cart,D008866,IP003008
A00016558,C05557,2025-08-01 09:10:45,Product View,D008421,IP002733
A00016559,C07127,2025-08-20 10:49:55,Checkout,D006666,IP005614
A00016560,C02826,2026-04-30 20:37:48,Login,D004488,IP000646
A00016561,C03865,2025-10-24 11:06:26,Product View,D008728,IP000243
A00016562,C06803,2026-07-23 09:30:48,Search,D009379,IP002552
A00016563,C05779,2025-05-16 09:34:41,Checkout,D006723,IP001440
A00016564,C00362,2026-06-27 05:41:47,Product View,D000246,IP001412
A00016565,C03469,2025-07-12 19:49:00,Product View,D001810,IP003235
A00016566,C07891,2026-06-09 19:29:30,Search,D005263,IP001068
A00016567,C05035,2026-05-18 08:01:00,Search,D002127,IP003337
A00016568,C00726,2025-06-03 16:49:29,Login,D005978,IP000553
A00016569,C07428,2025-12-03 07:05:31,Search,D009852,IP001850
A00016570,C00521,2026-02-09 05:20:14,Product View,D002120,IP004625
A00016571,C01832,2025-12-30 18:31:11,Product View,D008975,IP003865
A00016572,C03810,2025-06-07 09:51:53,Wishlist,D000603,IP005457
A00016573,C06132,2026-05-02 20:09:56,Add to Cart,D001001,IP003318
A00016574,C07877,2025-10-24 07:07:46,Wishlist,D007851,IP003295
A00016575,C07919,2025-04-08 17:17:24,Login,D006729,IP001748
A00016576,C06495,2026-08-14 15:08:16,Login,D008678,IP004210
A00016577,C02165,2026-05-03 13:52:59,Search,D006382,IP001475
A00016578,C02118,2025-07-12 23:05:51,Search,D007205,IP006794
A00016579,C04873,2025-08-02 10:15:27,Add to Cart,D009074,IP005277
A00016580,C01419,2026-03-03 04:55:59,Login,D003136,IP006339
A00016581,C01868,2025-11-17 14:35:35,Add to Cart,D000020,IP004715
A00016582,C05223,2026-07-27 19:04:57,Search,D008325,IP004770
A00016583,C05991,2026-02-05 01:56:15,Search,D003451,IP000806
A00016584,C02936,2026-04-14 14:27:18,Add to Cart,D009254,IP000976
A00016585,C02673,2025-09-28 00:46:58,Checkout,D009820,IP005804
A00016586,C01851,2025-08-10 17:18:57,Search,D002037,IP002318
A00016587,C03859,2025-08-05 03:23:54,Product View,D009523,IP004669
A00016588,C07046,2025-09-01 21:31:50,Search,D005045,IP002595
A00016589,C00581,2025-03-17 06:21:05,Search,D003628,IP004614
A00016590,C01970,2026-05-11 22:55:22,Wishlist,D009102,IP001744
A00016591,C03338,2025-08-28 21:06:42,Checkout,D002997,IP002049
A00016592,C07166,2026-06-17 00:54:53,Add to Cart,D006061,IP002113
A00016593,C04024,2026-04-04 04:27:33,Search,D004335,IP004080
A00016594,C05818,2025-10-03 14:38:34,Search,D009847,IP002636
A00016595,C07096,2026-02-27 13:47:34,Product View,D000413,IP002180
A00016596,C03282,2026-01-05 14:17:15,Add to Cart,D007559,IP003623
A00016597,C07260,2025-08-07 15:12:11,Product View,D002357,IP003512
A00016598,C01621,2025-12-04 04:03:07,Login,D000325,IP002095
A00016599,C01029,2025-11-05 07:50:47,Product View,D000464,IP005071
A00016600,C06761,2025-03-31 16:47:56,Login,D000988,IP004915
A00016601,C06183,2026-06-18 23:13:20,Login,D006248,IP000137
A00016602,C02958,2025-08-16 22:29:55,Product View,D008949,IP003294
A00016603,C00061,2025-02-01 01:16:12,Product View,D008258,IP006064
A00016604,C05501,2026-08-27 00:20:59,Login,D001122,IP001371
A00016605,C04492,2026-08-18 08:50:08,Add to Cart,D004742,IP001181
A00016606,C02425,2025-06-24 18:06:25,Login,D001539,IP000352
A00016607,C07878,2025-04-18 15:49:26,Search,D000528,IP006610
A00016608,C02074,2025-04-23 09:29:38,Product View,D008966,IP001352
A00016609,C03322,2025-08-04 15:22:48,Search,D002163,IP001988
A00016610,C02723,2025-08-26 11:12:39,Search,D002676,IP001647
A00016611,C00068,2025-03-16 07:59:19,Wishlist,D001978,IP006816
A00016612,C02495,2026-06-30 04:43:53,Product View,D005968,IP005761
A00016613,C04646,2025-09-30 22:36:32,Product View,D004512,IP004477
A00016614,C01193,2025-10-06 16:26:30,Product View,D004878,IP001631
A00016615,C00612,2025-06-01 03:12:00,Search,D004492,IP000528
A00016616,C05848,2026-06-09 19:12:07,Search,D006173,IP004906
A00016617,C05083,2026-02-16 23:25:33,Login,D002244,IP003992
A00016618,C03502,2025-11-28 06:02:23,Search,D004099,IP005671
A00016619,C07217,2025-11-28 23:01:31,Add to Cart,D008580,IP006205
A00016620,C07815,2026-07-01 06:09:57,Product View,D003270,IP004565
A00016621,C07130,2026-07-17 15:02:06,Wishlist,D007435,IP001817
A00016622,C04986,2025-10-16 13:57:12,Login,D008481,IP001326
A00016623,C06157,2025-10-30 12:40:46,Product View,D000616,IP001157
A00016624,C03756,2025-11-23 00:00:13,Search,D002181,IP003332
A00016625,C05264,2025-11-10 16:01:19,Product View,D008878,IP006664
A00016626,C04144,2026-08-30 11:33:21,Search,D009805,IP002783
A00016627,C05663,2025-10-12 16:22:21,Login,D008294,IP002396
A00016628,C02420,2025-07-19 20:19:58,Search,D004852,IP000912
A00016629,C05450,2026-08-09 19:18:11,Search,D001843,IP003343
A00016630,C00132,2025-01-28 08:29:00,Product View,D005176,IP005923
A00016631,C01474,2025-08-30 07:05:13,Product View,D002334,IP004658
A00016632,C03525,2026-06-23 12:52:53,Product View,D008633,IP003213
A00016633,C03165,2026-08-21 02:54:23,Product View,D006274,IP001866
A00016634,C02980,2025-02-15 02:16:47,Search,D006564,IP001724
A00016635,C06658,2026-02-24 14:09:15,Search,D009719,IP005030
A00016636,C02002,2026-06-26 18:05:22,Search,D000546,IP000916
A00016637,C04517,2025-04-08 05:07:56,Add to Cart,D009583,IP005271
A00016638,C07870,2026-02-02 19:19:06,Login,D008394,IP003683
A00016639,C02576,2025-07-19 11:51:43,Product View,D002347,IP004237
A00016640,C01098,2026-02-09 17:26:58,Login,D004370,IP004278
A00016641,C04433,2026-01-02 18:36:57,Search,D003692,IP004599
A00016642,C06281,2026-06-04 21:18:54,Search,D007888,IP005457
A00016643,C06186,2026-08-28 20:28:18,Product View,D004014,IP006378
A00016644,C03451,2025-06-15 15:41:04,Checkout,D002127,IP004724
A00016645,C04048,2025-05-24 21:14:22,Wishlist,D006520,IP000617
A00016646,C03236,2025-07-03 14:12:42,Product View,D003265,IP006544
A00016647,C04019,2026-03-31 13:51:53,Checkout,D000070,IP004987
A00016648,C06579,2026-04-07 18:41:03,Checkout,D000776,IP005181
A00016649,C02392,2025-03-19 12:32:32,Product View,D005010,IP005811
A00016650,C05228,2025-10-09 18:08:38,Login,D008734,IP006735
A00016651,C05314,2025-07-20 07:17:37,Search,D007198,IP006792
A00016652,C01512,2025-04-18 02:50:22,Product View,D008415,IP005520
A00016653,C06396,2025-05-10 19:09:50,Search,D005439,IP002207
A00016654,C04024,2025-08-01 01:31:08,Login,D004335,IP004080
A00016655,C00360,2025-10-31 12:03:01,Login,D001560,IP005256
A00016656,C07799,2026-05-25 18:13:42,Checkout,D007736,IP000066
A00016657,C00586,2025-11-25 20:22:56,Login,D004924,IP004641
A00016658,C00574,2025-09-25 00:44:49,Wishlist,D001964,IP002488
A00016659,C06053,2025-08-17 00:37:44,Product View,D002786,IP006890
A00016660,C02326,2026-06-10 21:23:00,Checkout,D009868,IP004729
A00016661,C02538,2025-05-25 05:40:01,Login,D009277,IP003561
A00016662,C01540,2026-03-17 22:40:58,Product View,D001844,IP004530
A00016663,C05492,2025-09-09 02:27:18,Login,D008360,IP004499
A00016664,C04154,2025-07-12 23:19:45,Add to Cart,D006449,IP006832
A00016665,C06561,2025-09-29 21:31:28,Product View,D004147,IP005725
A00016666,C05445,2026-08-17 01:58:31,Product View,D007156,IP000769
A00016667,C04311,2025-01-20 14:09:07,Checkout,D009680,IP000077
A00016668,C01862,2026-07-30 04:05:29,Product View,D003305,IP000872
A00016669,C01001,2025-01-30 05:32:38,Login,D006168,IP005977
A00016670,C06971,2025-04-11 13:45:54,Product View,D001428,IP002113
A00016671,C06218,2025-11-04 15:03:02,Product View,D001098,IP001136
A00016672,C00786,2025-10-07 08:12:40,Product View,D000864,IP004279
A00016673,C02349,2025-08-07 17:56:58,Add to Cart,D005928,IP003071
A00016674,C03035,2026-08-29 21:34:32,Search,D008658,IP004034
A00016675,C00339,2026-01-22 15:29:06,Product View,D000528,IP001576
A00016676,C00269,2025-07-11 05:32:19,Search,D004813,IP002751
A00016677,C03741,2025-04-24 02:50:36,Login,D005210,IP002461
A00016678,C00606,2025-12-25 17:54:23,Product View,D005937,IP005019
A00016679,C01979,2026-01-30 09:23:06,Add to Cart,D006208,IP006528
A00016680,C03261,2026-03-29 02:45:51,Product View,D006966,IP002000
A00016681,C06078,2025-10-29 08:28:00,Search,D004773,IP003507
A00016682,C00989,2026-04-05 02:02:45,Checkout,D005603,IP002899
A00016683,C04250,2026-05-07 21:37:36,Product View,D008636,IP005365
A00016684,C06354,2025-07-24 09:43:44,Search,D001909,IP005144
A00016685,C01060,2026-05-05 06:20:07,Login,D005686,IP003764
A00016686,C02704,2025-12-13 06:42:09,Search,D008837,IP005604
