order_id,customer_id,order_timestamp,shipping_country,shipping_city,order_status,order_amount
O0015571,C00128,2025-03-21 03:52:22,France,Paris,Delivered,146.06
O0015572,C01948,2026-02-23 13:42:24,India,Hyderabad,Shipped,90.49
O0015573,C05976,2026-03-22 00:21:50,Singapore,Singapore,Delivered,225.75
O0015574,C02850,2025-01-13 13:46:18,UK,London,Cancelled,37.52
O0015575,C00685,2025-09-25 10:39:31,UAE,Dubai,Delivered,204.65
O0015576,C05038,2025-03-15 16:32:42,Singapore,Singapore,Delivered,24.51
O0015577,C01999,2026-06-06 10:53:46,India,Bengaluru,Delivered,157.19
O0015578,C05630,2026-07-18 15:22:07,India,Chennai,Delivered,142.5
O0015579,C07225,2025-09-07 22:30:30,France,Paris,Processing,226.63
O0015580,C04252,2025-04-07 00:51:43,India,Chennai,Processing,51.95
O0015581,C04825,2025-06-18 08:25:40,USA,New York,Cancelled,219.43
O0015582,C04146,2026-04-15 12:23:35,USA,New York,Delivered,52.82
O0015583,C06552,2026-04-11 16:43:57,USA,Austin,Delivered,53.39
O0015584,C01928,2025-05-25 15:48:05,UK,Birmingham,Delivered,147.01
O0015585,C03219,2025-09-15 08:59:41,Canada,Toronto,Delivered,36.07
O0015586,C07189,2026-04-02 08:47:23,UK,London,Delivered,23.54
O0015587,C05804,2025-03-18 07:25:43,Germany,Berlin,Delivered,274.98
O0015588,C02568,2025-03-19 20:33:56,India,Delhi,Processing,150.71
O0015589,C06679,2026-06-11 22:45:53,USA,Austin,Delivered,160.25
O0015590,C01907,2025-02-03 06:14:29,Singapore,Singapore,Delivered,11.05
O0015591,C05092,2025-08-01 02:03:03,India,Chennai,Delivered,215.58
O0015592,C07669,2025-09-13 01:20:33,France,Lyon,Delivered,208.51
O0015593,C04621,2026-02-01 02:05:00,France,Paris,Delivered,93.73
O0015594,C06423,2025-01-07 14:32:08,India,Pune,Delivered,204.34
O0015595,C05898,2025-10-18 08:46:39,India,Chennai,Delivered,183.35
O0015596,C06948,2026-01-06 21:32:02,India,Delhi,Delivered,8.13
O0015597,C07766,2025-07-02 15:38:15,USA,San Francisco,Delivered,78.01
O0015598,C00179,2025-08-27 00:45:31,UAE,Dubai,Delivered,85.49
O0015599,C00223,2025-08-22 06:49:13,India,Bengaluru,Delivered,44.7
O0015600,C04795,2026-08-20 14:17:07,India,Delhi,Shipped,91.52
O0015601,C07656,2025-12-27 12:40:40,Australia,Brisbane,Delivered,191.1
O0015602,C03925,2025-03-25 15:28:48,Netherlands,Rotterdam,Delivered,311.87
O0015603,C06742,2026-02-07 12:25:05,India,Delhi,Delivered,305.53
O0015604,C06170,2025-05-29 19:13:39,India,Bengaluru,Delivered,96.14
O0015605,C04024,2025-09-08 02:10:49,Germany,Berlin,Delivered,41.79
O0015606,C04132,2025-09-06 10:33:41,India,Pune,Delivered,16.02
O0015607,C03502,2026-03-21 23:55:20,Germany,Hamburg,Delivered,90.48
O0015608,C02017,2025-01-18 01:43:31,India,Pune,Delivered,441.84
O0015609,C06890,2025-08-19 20:47:45,UK,London,Delivered,75.89
O0015610,C01672,2025-01-31 18:18:52,France,Marseille,Processing,339.36
O0015611,C07279,2025-10-04 21:55:12,Australia,Sydney,Delivered,164.63
O0015612,C02882,2025-10-31 01:52:53,France,Marseille,Delivered,88.24
O0015613,C00210,2025-12-02 15:23:40,India,Bengaluru,Delivered,257.76
O0015614,C01351,2025-02-10 18:34:34,France,Paris,Delivered,166.67
O0015615,C07126,2025-12-29 14:45:25,UK,Leeds,Delivered,84.79
O0015616,C01041,2025-01-07 09:24:57,USA,Seattle,Shipped,171.4
O0015617,C05926,2026-07-06 16:05:05,Canada,Toronto,Delivered,49.98
O0015618,C01472,2026-07-24 17:35:00,Australia,Melbourne,Delivered,100.66
O0015619,C04025,2026-04-06 08:03:40,Canada,Montreal,Delivered,445.92
O0015620,C01637,2026-05-28 02:45:55,UK,Birmingham,Delivered,99.74
O0015621,C02665,2026-03-25 03:59:42,USA,Chicago,Delivered,140.1
O0015622,C01010,2026-04-18 18:06:42,USA,Birmingham,Delivered,4790.76
O0015623,C04473,2026-07-20 16:21:18,India,Mumbai,Shipped,14.45
O0015624,C02930,2025-01-09 06:17:35,UK,Leeds,Delivered,209.0
O0015625,C02928,2025-07-07 06:22:57,Netherlands,Rotterdam,Delivered,164.71
O0015626,C00312,2025-10-04 11:02:00,India,Bengaluru,Delivered,8.17
O0015627,C01096,2026-08-18 22:48:30,India,Bengaluru,Delivered,79.1
O0015628,C05676,2026-08-30 23:32:24,India,Chennai,Delivered,245.77
O0015629,C02350,2025-06-10 06:25:05,India,Hyderabad,Delivered,52.42
O0015630,C03555,2025-06-05 12:31:58,India,Mumbai,Delivered,155.41
O0015631,C06127,2026-03-10 13:33:22,UK,Leeds,Delivered,228.26
O0015632,C03579,2025-04-28 08:09:41,Australia,Sydney,Delivered,44.97
O0015633,C01804,2025-01-21 10:47:50,India,Hyderabad,Delivered,89.64
O0015634,C04430,2026-03-15 21:47:16,Germany,Hamburg,Delivered,185.16
O0015635,C06439,2025-10-21 22:57:33,India,Chennai,Shipped,13.01
O0015636,C04829,2025-05-11 20:30:38,India,Mumbai,Delivered,215.1
O0015637,C03365,2026-01-30 12:56:06,UAE,Sharjah,Delivered,52.86
O0015638,C01018,2026-07-19 03:08:49,USA,San Francisco,Delivered,69.79
O0015639,C01990,2025-12-07 23:43:01,Australia,Sydney,Delivered,30.38
O0015640,C07586,2026-05-18 02:43:14,Canada,Toronto,Delivered,17.43
O0015641,C06203,2025-01-08 18:36:47,UAE,Abu Dhabi,Shipped,197.41
O0015642,C00709,2025-06-09 14:11:09,India,Hyderabad,Delivered,119.17
O0015643,C00044,2025-04-11 19:55:41,UAE,Abu Dhabi,Delivered,149.37
O0015644,C01414,2025-01-03 10:56:13,India,Delhi,Delivered,3.21
O0015645,C07571,2026-01-29 05:14:53,UK,London,Delivered,63.53
O0015646,C04670,2026-05-17 19:49:34,Canada,Montreal,Delivered,351.24
O0015647,C06734,2026-07-09 00:06:05,India,Hyderabad,Processing,23.28
O0015648,C03764,2025-07-14 09:50:29,India,Chennai,Delivered,227.37
O0015649,C06631,2025-02-07 09:09:37,UK,Birmingham,Delivered,33.83
O0015650,C00277,2025-06-26 13:31:06,Germany,Munich,Delivered,296.11
O0015651,C03421,2025-02-25 20:08:13,Australia,Sydney,Delivered,92.31
O0015652,C03024,2025-09-24 23:54:46,India,Hyderabad,Delivered,117.09
O0015653,C07860,2025-05-19 02:53:59,India,Pune,Delivered,216.36
O0015654,C02411,2025-07-06 13:07:29,UK,Toronto,Delivered,2838.07
O0015655,C03337,2026-03-08 20:08:11,UAE,Dubai,Delivered,17.77
O0015656,C06088,2026-02-07 07:56:54,India,Mumbai,Delivered,410.73
O0015657,C07066,2025-08-12 08:11:21,USA,San Francisco,Shipped,103.87
O0015658,C07046,2025-01-31 04:57:17,UK,Leeds,Delivered,285.09
O0015659,C03163,2025-04-19 03:34:11,India,Pune,Processing,51.96
O0015660,C07606,2026-07-17 12:35:27,Canada,Toronto,Delivered,190.5
O0015661,C05261,2026-04-11 08:57:10,India,Delhi,Shipped,56.91
O0015662,C06831,2025-02-19 12:32:16,UAE,Dubai,Delivered,23.25
O0015663,C07421,2025-08-13 20:42:30,India,Bengaluru,Delivered,149.17
O0015664,C01868,2025-05-11 04:38:33,India,Delhi,Delivered,187.03
O0015665,C04028,2025-01-10 02:51:03,India,Bengaluru,Cancelled,52.42
O0015666,C04739,2025-12-29 02:27:04,UK,Manchester,Shipped,229.63
O0015667,C06448,2026-08-18 04:02:09,UK,Manchester,Delivered,27.1
O0015668,C03216,2025-09-14 11:51:02,India,Hyderabad,Cancelled,68.02
O0015669,C01681,2026-08-12 00:06:34,India,Bengaluru,Delivered,90.26
O0015670,C05963,2026-02-21 21:52:13,UK,London,Delivered,86.1
O0015671,C04779,2026-04-13 19:15:45,India,Delhi,Delivered,87.32
O0015672,C07210,2026-08-08 02:12:49,Germany,Hamburg,Delivered,47.52
O0015673,C05274,2025-12-20 01:01:24,Germany,Berlin,Delivered,141.61
O0015674,C00135,2025-12-05 05:38:47,UAE,Abu Dhabi,Delivered,496.3
O0015675,C07749,2026-05-16 03:00:30,India,Bengaluru,Delivered,90.0
O0015676,C04785,2025-05-23 20:39:52,UK,Leeds,Processing,190.65
O0015677,C04804,2026-04-30 21:15:56,India,Chennai,Shipped,401.89
O0015678,C07294,2026-06-20 01:08:38,UK,Manchester,Delivered,139.2
O0015679,C05345,2025-12-07 13:46:39,Singapore,Singapore,Delivered,20.53
O0015680,C03874,2025-12-17 17:06:22,Germany,Munich,Delivered,44.54
O0015681,C00867,2025-11-15 12:55:24,India,Pune,Delivered,35.55
O0015682,C07719,2026-06-18 22:07:46,UK,Birmingham,Cancelled,140.71
O0015683,C00643,2026-02-15 19:12:26,India,Mumbai,Shipped,67.0
O0015684,C01369,2026-01-10 19:49:28,India,Pune,Delivered,21.36
O0015685,C06571,2025-05-27 01:14:34,USA,Seattle,Delivered,59.34
O0015686,C03960,2025-01-13 04:02:08,India,Bengaluru,Delivered,4668.05
O0015687,C01437,2025-01-24 22:44:23,India,Hyderabad,Delivered,55.48
O0015688,C02303,2026-02-13 04:18:00,USA,Chicago,Delivered,36.8
O0015689,C07950,2026-01-02 21:23:18,India,Hyderabad,Delivered,249.4
O0015690,C04702,2025-09-04 18:53:49,India,Delhi,Delivered,210.95
O0015691,C03220,2025-05-30 13:29:14,Australia,Melbourne,Delivered,29.45
O0015692,C07032,2026-06-18 21:39:05,India,Chennai,Delivered,166.16
O0015693,C03877,2025-09-16 11:05:11,India,Bengaluru,Delivered,255.01
O0015694,C02472,2026-03-13 16:41:55,Singapore,Singapore,Delivered,35.85
O0015695,C01322,2025-08-05 21:58:17,India,Chennai,Delivered,325.29
O0015696,C05972,2026-05-08 21:07:17,India,Delhi,Processing,84.05
O0015697,C04806,2025-03-23 21:23:38,USA,Chicago,Delivered,333.2
O0015698,C00747,2025-11-02 07:57:01,UK,Birmingham,Delivered,105.71
O0015699,C04773,2025-11-26 01:03:02,India,Pune,Delivered,301.27
O0015700,C01283,2025-04-08 09:02:16,USA,Seattle,Shipped,225.07
O0015701,C07862,2025-12-22 04:19:59,India,Pune,Delivered,82.92
O0015702,C02084,2026-04-17 01:10:03,UAE,Abu Dhabi,Delivered,100.74
O0015703,C05583,2025-08-13 19:22:50,Germany,Munich,Delivered,59.94
O0015704,C05279,2025-01-08 06:01:30,UAE,Sharjah,Delivered,147.07
O0015705,C05551,2026-04-25 11:33:59,India,Delhi,Delivered,94.37
O0015706,C03450,2025-02-26 23:15:56,India,Delhi,Delivered,240.81
O0015707,C00607,2026-08-01 23:05:40,India,Pune,Delivered,113.66
O0015708,C07848,2025-07-03 21:52:40,UK,Birmingham,Delivered,141.0
O0015709,C01546,2025-07-14 21:14:37,UK,Birmingham,Delivered,7.44
O0015710,C06183,2026-05-29 21:30:27,India,Mumbai,Delivered,26.03
O0015711,C01106,2025-03-15 01:29:35,India,Pune,Shipped,24.41
O0015712,C02263,2025-07-16 05:36:53,France,Lyon,Delivered,48.12
O0015713,C04505,2026-02-21 09:20:32,UK,London,Delivered,271.74
O0015714,C03308,2025-10-30 16:17:22,India,Delhi,Delivered,284.43
O0015715,C07687,2025-11-10 00:16:28,Australia,Melbourne,Delivered,67.89
O0015716,C06804,2026-08-03 14:32:46,UK,London,Delivered,132.54
O0015717,C07390,2025-04-30 03:32:01,UK,Birmingham,Delivered,17.63
O0015718,C05147,2025-01-19 13:41:00,USA,Austin,Delivered,59.43
O0015719,C01750,2026-04-11 09:07:38,India,Delhi,Delivered,14.94
O0015720,C04176,2026-05-24 18:45:23,Netherlands,Amsterdam,Cancelled,91.85
O0015721,C06149,2025-04-13 12:37:11,USA,Austin,Delivered,115.67
O0015722,C00530,2026-04-03 23:44:04,France,Marseille,Delivered,32.79
O0015723,C06926,2026-04-13 08:35:19,India,Pune,Processing,91.01
O0015724,C05073,2026-05-15 10:50:14,UK,Manchester,Delivered,193.79
O0015725,C05804,2025-05-22 06:27:42,Germany,Berlin,Delivered,147.83
O0015726,C05572,2025-06-10 07:55:36,India,Delhi,Delivered,52.77
O0015727,C06805,2025-04-30 13:54:39,UK,Leeds,Delivered,87.46
O0015728,C00709,2026-05-01 00:56:23,India,Hyderabad,Delivered,51.39
O0015729,C03021,2025-01-21 16:50:57,India,Delhi,Delivered,245.1
O0015730,C04053,2025-11-06 02:40:24,Germany,Munich,Delivered,262.62
O0015731,C04408,2026-05-16 18:21:41,India,Delhi,Delivered,129.57
O0015732,C07557,2025-03-09 02:18:52,India,Mumbai,Delivered,137.14
O0015733,C00347,2025-10-30 11:40:29,USA,San Francisco,Delivered,274.98
O0015734,C06952,2026-04-06 20:50:49,UK,Birmingham,Delivered,72.23
O0015735,C04443,2025-07-21 04:26:28,India,Pune,Delivered,203.51
O0015736,C04463,2026-08-18 02:57:58,Netherlands,Amsterdam,Delivered,469.75
O0015737,C02569,2025-03-04 02:45:41,Germany,Munich,Delivered,32.56
O0015738,C05173,2026-02-21 13:28:12,India,Bengaluru,Shipped,20.27
O0015739,C05198,2025-05-14 15:06:31,India,Chennai,Cancelled,81.91
O0015740,C01526,2025-08-23 03:02:39,India,Delhi,Delivered,23.99
O0015741,C05437,2025-07-01 02:25:27,India,Hyderabad,Delivered,201.27
O0015742,C02139,2026-03-12 06:47:54,India,Pune,Delivered,27.86
O0015743,C05531,2025-02-09 17:28:12,USA,Austin,Delivered,280.61
O0015744,C04916,2026-03-09 20:19:29,UAE,Sharjah,Delivered,37.42
O0015745,C05746,2026-01-07 17:50:38,Canada,Montreal,Delivered,35.65
O0015746,C00157,2025-05-03 20:52:23,Canada,Toronto,Delivered,209.6
O0015747,C01016,2026-05-20 03:09:54,UAE,Dubai,Delivered,137.57
O0015748,C06743,2026-05-25 10:57:18,USA,New York,Delivered,23.1
O0015749,C03053,2026-07-02 23:43:28,India,Bengaluru,Delivered,609.19
O0015750,C06715,2025-10-26 14:24:49,France,Paris,Delivered,32.96
O0015751,C00518,2025-03-18 03:57:35,Germany,Munich,Delivered,40.46
O0015752,C06181,2025-11-28 05:42:48,USA,Chicago,Delivered,334.43
O0015753,C00681,2025-08-07 09:37:03,Germany,Hamburg,Delivered,91.5
O0015754,C03785,2025-03-31 15:16:22,Germany,Munich,Delivered,257.87
O0015755,C07520,2025-11-24 04:12:45,India,Pune,Delivered,86.98
O0015756,C00635,2025-10-03 17:46:58,India,Bengaluru,Processing,9.75
O0015757,C02809,2026-04-13 19:55:36,UK,Birmingham,Delivered,134.78
O0015758,C04174,2025-03-29 12:13:40,USA,Chicago,Delivered,63.74
O0015759,C07220,2025-08-22 22:16:38,UAE,Dubai,Delivered,1006.99
O0015760,C02662,2026-03-17 10:31:50,France,Paris,Delivered,18.51
O0015761,C06477,2025-10-07 13:08:39,USA,Seattle,Delivered,266.31
O0015762,C05763,2025-09-07 13:09:18,UAE,Sharjah,Delivered,386.22
O0015763,C02462,2025-07-20 12:01:07,France,Lyon,Delivered,15.17
O0015764,C02729,2025-04-06 05:58:13,India,Mumbai,Delivered,314.42
O0015765,C01542,2025-07-07 13:17:09,India,Chennai,Shipped,21.86
O0015766,C05564,2025-09-16 15:40:32,India,Bengaluru,Cancelled,519.75
O0015767,C04528,2026-05-01 16:07:41,UAE,Dubai,Cancelled,48.04
O0015768,C01249,2025-01-09 05:07:56,UAE,Dubai,Delivered,79.41
O0015769,C04988,2025-01-01 00:15:04,USA,New York,Delivered,127.56
O0015770,C04025,2026-06-09 00:01:49,Canada,Montreal,Delivered,365.07
O0015771,C00749,2025-01-21 00:38:49,UAE,Sharjah,Shipped,118.78
O0015772,C07653,2025-11-27 12:01:06,India,Bengaluru,Delivered,259.97
O0015773,C06697,2025-11-29 06:35:10,Canada,Vancouver,Delivered,327.25
O0015774,C00581,2025-11-05 04:26:01,UK,Leeds,Delivered,113.87
O0015775,C07461,2025-03-10 02:20:16,UK,Leeds,Delivered,23.94
O0015776,C07355,2026-06-15 12:04:47,India,Bengaluru,Delivered,34.52
O0015777,C00346,2026-04-14 05:33:07,USA,New York,Delivered,297.14
O0015778,C01610,2025-07-06 01:13:32,USA,San Francisco,Delivered,23.59
O0015779,C05636,2026-03-24 17:12:34,India,Bengaluru,Delivered,46.0
O0015780,C07493,2025-09-01 10:11:59,India,Bengaluru,Delivered,340.66
O0015781,C06602,2026-07-29 10:46:08,USA,Seattle,Delivered,262.47
O0015782,C02268,2025-03-07 20:40:03,Canada,Montreal,Delivered,182.5
O0015783,C00273,2026-07-25 10:38:46,France,Paris,Delivered,37.24
O0015784,C03821,2025-11-20 20:01:43,UK,Manchester,Delivered,27.14
O0015785,C00742,2025-07-26 06:57:45,India,Pune,Shipped,124.29
O0015786,C01958,2026-02-23 13:52:12,UK,London,Delivered,915.02
O0015787,C05143,2025-02-23 14:36:17,USA,Austin,Delivered,7.75
O0015788,C04000,2026-04-30 08:12:34,India,Hyderabad,Shipped,24.51
O0015789,C03018,2025-07-13 19:20:30,UK,Leeds,Delivered,178.35
O0015790,C07450,2026-04-07 04:11:21,India,Chennai,Delivered,252.31
O0015791,C01558,2025-12-08 04:58:22,UK,Manchester,Shipped,72.52
O0015792,C03938,2025-01-24 19:06:34,India,Bengaluru,Delivered,155.96
O0015793,C04612,2025-01-20 18:47:58,India,Hyderabad,Shipped,5.79
O0015794,C02579,2025-10-13 10:36:41,UK,Leeds,Delivered,47.75
O0015795,C05656,2025-12-05 10:44:32,India,Bengaluru,Processing,111.39
O0015796,C06960,2026-01-07 03:02:27,Singapore,Singapore,Delivered,33.06
O0015797,C04369,2025-04-08 13:27:17,India,Delhi,Delivered,10.65
O0015798,C06282,2025-10-17 10:06:17,USA,Seattle,Delivered,58.98
O0015799,C00505,2026-06-03 23:19:13,Canada,Montreal,Delivered,98.89
O0015800,C01237,2026-08-14 13:49:11,France,Paris,Processing,41.07
O0015801,C03737,2025-02-27 00:22:03,Canada,Montreal,Delivered,3.0
O0015802,C07383,2026-07-19 10:35:53,Netherlands,Amsterdam,Delivered,167.94
O0015803,C04286,2025-08-05 08:06:06,USA,San Francisco,Delivered,329.3
O0015804,C03469,2025-08-04 18:22:40,Germany,Berlin,Processing,20.02
O0015805,C04831,2026-08-23 05:18:54,Germany,Berlin,Delivered,381.73
O0015806,C01008,2025-12-17 18:00:31,Germany,Berlin,Delivered,344.28
O0015807,C05262,2025-12-25 07:19:51,Germany,Hamburg,Delivered,263.21
O0015808,C00764,2025-09-17 02:15:51,Australia,Brisbane,Delivered,1344.54
O0015809,C04642,2025-03-03 08:56:15,India,Delhi,Delivered,122.36
O0015810,C05731,2026-07-20 12:34:16,Germany,Munich,Delivered,71.52
O0015811,C03290,2025-08-06 05:44:58,India,Bengaluru,Shipped,222.93
O0015812,C07305,2026-05-18 13:54:45,India,Pune,Delivered,60.97
O0015813,C01220,2026-08-04 00:50:46,India,Pune,Delivered,244.71
O0015814,C01374,2026-08-29 15:57:38,UK,Leeds,Cancelled,217.81
O0015815,C04165,2026-08-02 04:50:48,USA,New York,Delivered,216.3
O0015816,C07466,2026-03-24 16:32:05,UK,London,Shipped,75.46
O0015817,C03128,2025-07-19 12:58:33,India,Chennai,Processing,9.85
O0015818,C07422,2026-02-08 09:21:44,Canada,Toronto,Delivered,69.14
O0015819,C05567,2025-10-15 12:39:16,Canada,Toronto,Delivered,342.09
O0015820,C06294,2025-02-07 21:30:41,India,Mumbai,Delivered,160.09
O0015821,C07522,2026-01-17 19:11:42,UK,Birmingham,Delivered,477.93
O0015822,C04601,2025-04-13 21:24:31,India,Delhi,Delivered,106.0
O0015823,C05156,2025-08-04 07:16:15,India,Chennai,Delivered,571.07
O0015824,C04661,2025-11-09 08:35:40,USA,Austin,Delivered,207.28
O0015825,C06311,2025-06-02 08:18:49,UK,Birmingham,Delivered,50.96
O0015826,C02197,2025-08-30 17:55:27,UK,Leeds,Delivered,519.32
O0015827,C06336,2025-11-06 06:39:03,Australia,Melbourne,Delivered,182.91
O0015828,C05725,2025-06-17 19:37:18,India,Hyderabad,Delivered,49.97
O0015829,C04846,2025-11-27 04:02:11,UK,Birmingham,Delivered,21.78
O0015830,C00313,2025-08-06 14:10:54,India,Hyderabad,Delivered,220.3
O0015831,C06228,2025-05-05 09:52:02,Netherlands,Rotterdam,Delivered,6.32
O0015832,C01068,2025-09-25 00:38:51,India,Pune,Delivered,74.84
O0015833,C07717,2025-08-19 23:54:07,India,Delhi,Delivered,147.78
O0015834,C00664,2026-04-25 06:11:55,India,Delhi,Processing,11.05
O0015835,C05777,2025-12-27 00:39:15,USA,Austin,Shipped,157.81
O0015836,C02886,2025-04-23 20:38:20,UAE,Dubai,Shipped,66.95
O0015837,C05901,2026-01-26 11:18:01,USA,Chicago,Shipped,22.74
O0015838,C04182,2026-08-15 03:36:23,Canada,Vancouver,Delivered,15.21
O0015839,C05059,2026-01-05 09:52:43,USA,Austin,Shipped,302.26
O0015840,C00617,2025-11-12 13:38:23,India,Bengaluru,Shipped,58.56
O0015841,C07747,2026-08-01 23:48:58,India,Mumbai,Delivered,24.09
O0015842,C00032,2026-05-16 20:32:36,India,Pune,Delivered,209.88
O0015843,C07547,2025-08-13 09:31:42,Australia,Melbourne,Delivered,32.35
O0015844,C04574,2025-07-01 21:05:06,Australia,Brisbane,Processing,245.93
O0015845,C02070,2025-02-25 02:53:49,India,Hyderabad,Processing,200.29
O0015846,C05118,2026-05-09 05:19:54,USA,Manchester,Cancelled,1782.1
O0015847,C05407,2026-01-15 19:52:34,Singapore,Singapore,Shipped,123.13
O0015848,C05857,2025-05-27 07:42:31,India,Mumbai,Delivered,144.01
O0015849,C00132,2025-02-28 22:17:01,India,Chennai,Shipped,38.96
O0015850,C07871,2025-12-14 01:20:59,Germany,Hamburg,Delivered,225.16
O0015851,C04970,2025-10-10 20:02:48,UK,Manchester,Delivered,23.54
O0015852,C03023,2026-04-17 10:35:00,Canada,Montreal,Delivered,253.31
O0015853,C04590,2026-03-15 04:34:14,Australia,Brisbane,Delivered,14.98
O0015854,C01438,2025-08-02 15:28:54,Canada,Toronto,Delivered,73.75
O0015855,C01975,2025-08-17 18:40:56,India,Pune,Delivered,251.87
O0015856,C00694,2026-03-18 22:42:05,India,Pune,Delivered,43.72
O0015857,C07053,2025-02-20 18:24:33,UAE,Sharjah,Processing,408.1
O0015858,C02013,2026-02-26 02:07:13,UAE,Abu Dhabi,Delivered,332.92
O0015859,C05934,2025-12-21 19:18:20,Netherlands,Rotterdam,Cancelled,86.87
O0015860,C02202,2025-11-14 00:55:41,India,Hyderabad,Delivered,55.73
O0015861,C01167,2026-03-21 13:14:17,Germany,Hamburg,Delivered,82.43
O0015862,C00875,2025-02-20 21:37:27,India,Bengaluru,Shipped,120.4
O0015863,C06899,2025-09-13 07:04:21,India,Chennai,Delivered,285.43
O0015864,C00972,2025-08-25 13:35:25,UAE,Dubai,Delivered,33.01
O0015865,C00706,2026-04-13 06:15:37,Netherlands,Amsterdam,Shipped,17.73
O0015866,C00076,2025-07-28 22:19:31,Australia,Sydney,Delivered,26.58
O0015867,C02932,2025-03-28 00:31:40,Canada,Toronto,Shipped,173.52
O0015868,C07558,2026-08-19 12:02:56,UK,Leeds,Delivered,65.34
O0015869,C07289,2026-07-02 20:59:19,UAE,Sharjah,Delivered,154.98
O0015870,C00931,2026-03-28 17:22:17,India,Hyderabad,Processing,45.07
O0015871,C00101,2026-08-10 18:06:46,India,Chennai,Delivered,168.91
O0015872,C06027,2025-03-02 17:10:53,France,Paris,Delivered,21.19
O0015873,C02459,2025-01-01 10:11:20,UK,Manchester,Delivered,99.03
O0015874,C06697,2025-03-24 23:44:47,Canada,Vancouver,Delivered,123.9
O0015875,C01718,2026-08-06 22:39:14,Canada,Montreal,Delivered,179.11
O0015876,C03975,2026-05-11 04:16:15,India,Chennai,Delivered,129.86
O0015877,C00268,2026-05-25 15:44:41,Canada,Toronto,Delivered,21.26
O0015878,C07187,2025-12-23 02:23:24,USA,San Francisco,Delivered,27.84
O0015879,C01436,2025-09-30 10:18:31,India,Delhi,Shipped,114.92
O0015880,C02371,2026-05-27 01:36:13,Canada,Vancouver,Delivered,18.35
O0015881,C03877,2025-08-24 07:52:30,India,Bengaluru,Delivered,227.0
O0015882,C02175,2025-09-23 07:19:23,India,Hyderabad,Delivered,151.27
O0015883,C00326,2025-10-19 06:55:54,Australia,Melbourne,Delivered,356.48
O0015884,C00234,2025-07-18 09:37:01,UK,Leeds,Delivered,112.69
O0015885,C07661,2025-07-20 06:46:20,India,Mumbai,Delivered,251.34
O0015886,C02608,2026-03-22 14:17:21,India,Bengaluru,Shipped,35.82
O0015887,C02675,2025-06-14 08:50:17,France,Lyon,Delivered,146.92
O0015888,C07397,2025-05-01 00:04:27,India,Delhi,Shipped,144.22
O0015889,C06709,2025-10-13 15:00:59,Canada,Toronto,Delivered,26.24
O0015890,C05515,2025-04-21 11:31:46,India,Bengaluru,Delivered,42.8
O0015891,C05303,2026-01-04 13:42:45,Australia,Brisbane,Delivered,116.22
O0015892,C06438,2026-06-18 17:14:49,India,Mumbai,Cancelled,38.44
O0015893,C01356,2025-06-19 08:22:39,France,Marseille,Delivered,122.84
O0015894,C05349,2025-05-24 03:45:21,UK,London,Delivered,281.38
O0015895,C00799,2026-03-16 11:46:50,Canada,Montreal,Delivered,117.82
O0015896,C01027,2025-03-08 06:32:53,France,Marseille,Processing,135.03
O0015897,C01940,2026-03-06 01:15:49,India,Mumbai,Delivered,86.39
O0015898,C05695,2025-09-30 19:19:25,UK,Melbourne,Delivered,2545.87
O0015899,C07168,2025-03-16 21:10:58,UK,London,Shipped,34.28
O0015900,C05544,2026-04-21 20:20:02,Germany,Berlin,Delivered,46.62
O0015901,C03336,2025-08-13 14:12:58,Australia,Sydney,Delivered,103.82
O0015902,C04137,2025-08-03 05:40:22,Australia,Melbourne,Processing,100.16
O0015903,C05718,2025-09-30 22:22:17,India,Delhi,Cancelled,140.02
O0015904,C04930,2026-07-30 03:17:57,UAE,Dubai,Delivered,172.77
O0015905,C04267,2026-08-12 21:41:16,USA,Austin,Delivered,322.0
O0015906,C01892,2025-04-16 04:10:49,UK,London,Delivered,23.79
O0015907,C04962,2026-02-21 18:58:48,India,Hyderabad,Delivered,209.08
O0015908,C00149,2026-07-29 10:10:43,India,Bengaluru,Delivered,116.97
O0015909,C04506,2025-04-18 05:19:40,India,Hyderabad,Shipped,132.23
O0015910,C06579,2026-08-24 15:37:30,UK,Manchester,Delivered,80.58
O0015911,C01449,2025-07-22 14:51:53,UAE,Sharjah,Delivered,95.99
O0015912,C00924,2026-01-24 23:28:15,Germany,Berlin,Delivered,94.66
O0015913,C07777,2026-05-04 06:31:00,India,Chennai,Delivered,39.78
O0015914,C06770,2026-06-07 00:49:09,India,Mumbai,Delivered,11.19
O0015915,C02423,2026-02-17 12:43:43,Australia,Brisbane,Delivered,157.48
O0015916,C01664,2025-05-06 00:48:50,UK,London,Processing,103.83
O0015917,C02672,2025-02-26 13:53:27,UK,Manchester,Delivered,108.04
O0015918,C03462,2025-01-27 20:38:01,India,Bengaluru,Delivered,297.65
O0015919,C06583,2025-07-17 21:34:03,Australia,Sydney,Delivered,43.38
O0015920,C01909,2025-07-22 16:35:58,India,Hyderabad,Delivered,147.34
O0015921,C05783,2026-07-04 06:01:25,USA,Austin,Delivered,412.59
O0015922,C07445,2026-06-05 19:32:01,India,Hyderabad,Delivered,150.15
O0015923,C03042,2026-04-11 04:09:25,Singapore,Singapore,Delivered,54.78
O0015924,C00205,2026-07-31 20:20:34,USA,Seattle,Delivered,92.19
O0015925,C06640,2025-10-20 09:02:19,UK,Leeds,Delivered,280.27
