order_id,customer_id,order_timestamp,order_amount,device_id,ip_address,payment_attempts,payment_failed,country_mismatch,is_fraud,fraud_reason
O0009507,C04668,2026-01-11 23:27:13,73.03,D008076,IP002860,1,0,0,0,Normal
O0009508,C03991,2026-02-19 20:53:40,202.49,D005339,IP006249,1,0,0,0,Normal
O0009509,C00590,2026-05-29 03:31:37,174.58,D002584,IP001720,1,0,0,0,Normal
O0009510,C00857,2026-04-05 18:50:59,165.71,D003251,IP001329,1,0,0,0,Normal
O0009511,C01957,2026-07-24 00:39:22,46.16,D002729,IP004672,1,0,0,0,Normal
O0009512,C04136,2025-11-06 21:57:09,492.61,D004077,IP004123,1,0,0,0,Normal
O0009513,C07900,2026-05-20 07:45:07,4760.09,FRAUDDEV027,FRAUDIP027,2,1,1,1,High Value Transaction
O0009514,C06447,2025-09-12 01:37:04,239.89,D001642,IP000351,1,0,0,0,Normal
O0009515,C00891,2026-07-05 06:36:08,50.59,D008879,IP005669,1,0,0,0,Normal
O0009516,C05757,2026-06-15 20:16:04,39.32,D002427,IP001850,1,0,0,0,Normal
O0009517,C06497,2025-03-11 00:09:35,457.5,D002427,IP005872,1,1,0,0,Normal
O0009518,C03315,2025-11-25 19:30:33,162.3,D006878,IP004333,1,0,0,0,Normal
O0009519,C02643,2025-04-26 06:50:04,192.63,D006084,IP005855,2,0,0,0,Normal
O0009520,C04707,2025-05-12 12:07:46,88.2,D008412,IP006196,1,0,0,0,Normal
O0009521,C04182,2025-10-03 23:47:13,55.66,D000402,IP003696,1,0,0,0,Normal
O0009522,C02127,2025-05-11 11:47:11,20.47,D009680,IP001065,1,0,0,0,Normal
O0009523,C03187,2026-08-08 08:41:29,52.91,D004679,IP003318,2,0,0,0,Normal
O0009524,C04389,2026-08-26 09:14:59,24.11,D009342,IP001191,2,0,0,0,Normal
O0009525,C04669,2025-03-03 15:48:20,94.85,D001353,IP004006,1,0,0,0,Normal
O0009526,C04287,2026-03-28 05:58:41,49.68,D006779,IP003768,1,0,0,0,Normal
O0009527,C06793,2025-05-27 01:50:03,127.77,D008231,IP005736,1,0,0,0,Normal
O0009528,C00261,2025-07-27 07:37:20,151.14,D007581,IP001909,1,1,0,0,Normal
O0009529,C02663,2025-05-29 23:17:13,60.14,D003296,IP004444,1,0,0,0,Normal
O0009530,C06017,2026-03-16 10:09:10,201.48,D000509,IP002868,1,0,0,0,Normal
O0009531,C05245,2026-03-20 13:03:51,1130.9,D002088,IP005260,1,1,0,0,Normal
O0009532,C07366,2025-07-16 03:31:27,68.58,D006334,IP002659,1,0,0,0,Normal
O0009533,C04742,2026-04-09 07:11:58,147.26,D003062,IP000802,1,1,0,0,Normal
O0009534,C05123,2026-08-01 03:39:47,350.37,D001011,IP003099,1,0,0,0,Normal
O0009535,C05653,2026-04-25 05:22:08,183.71,D004422,IP006956,1,0,0,0,Normal
O0009536,C01501,2026-08-13 12:17:38,137.01,D009923,IP006968,1,1,0,0,Normal
O0009537,C06040,2025-05-29 15:11:10,74.04,D005615,IP000804,1,0,0,0,Normal
O0009538,C02405,2026-03-20 15:32:03,34.48,D000951,IP006572,2,0,0,0,Normal
O0009539,C03403,2025-07-15 01:14:52,82.52,D001650,IP005841,1,0,0,0,Normal
O0009540,C00115,2025-04-16 23:10:56,79.83,D002373,IP006195,1,0,0,0,Normal
O0009541,C06771,2026-04-03 14:31:51,83.24,D004728,IP001487,1,0,0,0,Normal
O0009542,C07651,2026-03-06 16:12:56,36.61,D005114,IP005131,1,0,0,0,Normal
O0009543,C00499,2025-09-29 05:54:51,361.61,D009860,IP006216,4,0,0,0,Normal
O0009544,C05100,2025-07-02 10:06:06,57.18,D000273,IP004768,1,0,0,0,Normal
O0009545,C07706,2025-05-19 12:45:16,136.04,D006961,IP005904,1,0,0,0,Normal
O0009546,C04877,2025-02-02 15:44:03,3.6,D002656,IP006284,1,0,0,0,Normal
O0009547,C06411,2025-03-27 00:17:13,255.75,D000968,IP002792,1,0,0,0,Normal
O0009548,C00956,2025-04-27 21:20:14,406.33,D009690,IP003705,3,0,0,0,Normal
O0009549,C01954,2025-03-16 19:51:17,93.29,D008238,IP005964,1,0,0,0,Normal
O0009550,C02768,2025-03-03 03:34:04,16.77,D008234,IP002787,1,0,0,0,Normal
O0009551,C07858,2025-05-02 13:17:14,1100.38,D000844,IP004192,1,0,0,0,Normal
O0009552,C06287,2025-01-07 07:15:46,329.54,D009801,IP000144,1,0,0,0,Normal
O0009553,C07106,2025-12-01 13:15:32,21.26,D004257,IP001636,1,0,0,0,Normal
O0009554,C03935,2025-09-18 21:36:19,192.06,D006399,IP001127,1,0,0,0,Normal
O0009555,C05755,2025-11-16 19:56:47,77.47,D001751,IP001883,1,0,0,0,Normal
O0009556,C05868,2026-02-03 01:16:11,140.68,D007774,IP002944,2,0,0,0,Normal
O0009557,C04579,2026-01-25 23:44:55,52.69,D009983,IP006394,2,0,0,0,Normal
O0009558,C07045,2025-08-03 08:50:21,67.32,D000461,IP006035,1,0,0,0,Normal
O0009559,C01277,2025-12-30 13:05:39,9.66,D005883,IP003050,1,0,0,0,Normal
O0009560,C00479,2026-03-11 06:37:04,30.68,D004593,IP000062,1,0,0,0,Normal
O0009561,C02439,2026-05-19 04:26:24,149.15,D001590,IP005096,1,0,0,0,Normal
O0009562,C00713,2025-12-15 21:56:37,1045.41,D009963,IP004890,1,0,0,0,Normal
O0009563,C00500,2026-04-02 17:22:25,126.44,D007569,IP000824,4,1,0,0,Normal
O0009564,C03356,2025-07-26 16:02:16,212.62,D006213,IP005123,1,0,0,0,Normal
O0009565,C01602,2025-01-24 12:22:11,100.89,D000798,IP003474,1,0,0,0,Normal
O0009566,C06351,2025-11-05 14:24:48,69.98,D003582,IP004628,1,1,0,0,Normal
O0009567,C04668,2025-01-06 12:16:49,235.58,D008076,IP002860,1,0,0,0,Normal
O0009568,C02887,2025-07-22 23:20:22,91.33,D008470,IP005809,1,0,0,0,Normal
O0009569,C02306,2026-08-24 17:58:26,68.95,D004066,IP005250,1,0,0,0,Normal
O0009570,C04528,2025-07-09 10:36:09,251.07,D004148,IP003788,2,0,0,0,Normal
O0009571,C03484,2025-08-02 22:19:57,106.02,D009737,IP005961,1,0,0,0,Normal
O0009572,C00464,2025-03-01 02:43:24,135.88,D003429,IP001280,1,0,0,0,Normal
O0009573,C05355,2026-06-06 17:29:04,84.63,D006556,IP001667,1,0,0,0,Normal
O0009574,C04033,2026-08-16 14:22:09,47.49,D007601,IP003732,1,0,0,0,Normal
O0009575,C02223,2025-04-03 07:43:06,127.85,D005414,IP005816,1,0,0,0,Normal
O0009576,C02338,2025-11-22 00:39:08,129.61,D003690,IP000520,1,0,0,0,Normal
O0009577,C03648,2025-09-18 07:40:49,2116.18,FRAUDDEV004,FRAUDIP004,4,0,1,1,High Value Transaction
O0009578,C06640,2025-01-27 02:15:57,109.33,D001426,IP002196,1,0,0,0,Normal
O0009579,C03391,2025-06-12 02:04:08,127.79,D006952,IP000959,1,0,0,0,Normal
O0009580,C06740,2025-09-30 14:12:50,78.81,D007276,IP004774,1,0,0,0,Normal
O0009581,C03406,2026-06-03 18:38:53,18.02,D005975,IP000639,3,0,0,0,Normal
O0009582,C06655,2025-09-28 21:17:39,308.49,D006796,IP002328,1,0,0,0,Normal
O0009583,C07464,2026-05-01 13:30:29,152.98,D006147,IP001547,1,1,0,0,Normal
O0009584,C00162,2025-07-05 15:50:40,93.09,D003671,IP003186,1,0,0,0,Normal
O0009585,C00514,2026-05-18 15:14:59,137.45,D005789,IP000059,1,1,0,0,Normal
O0009586,C01082,2026-04-04 23:10:54,63.22,D003109,IP005843,1,1,0,0,Normal
O0009587,C00990,2025-02-21 21:55:49,178.3,D007518,IP004589,1,0,0,0,Normal
O0009588,C03664,2025-10-26 17:07:28,51.24,D001735,IP002632,1,0,0,0,Normal
O0009589,C06135,2025-08-23 15:50:17,60.82,D002366,IP004811,1,0,0,0,Normal
O0009590,C07712,2025-07-03 01:50:32,133.54,D004231,IP002371,2,0,0,0,Normal
O0009591,C03347,2026-08-13 17:10:11,151.26,D005564,IP005613,1,0,0,0,Normal
O0009592,C05528,2025-03-18 01:55:24,406.12,D003859,IP005050,2,0,0,0,Normal
O0009593,C05103,2026-01-03 16:03:28,201.78,D004350,IP001771,2,0,0,0,Normal
O0009594,C03152,2025-07-24 22:19:29,212.5,D009956,IP002863,1,0,0,0,Normal
O0009595,C05786,2025-04-21 15:46:01,67.44,D003678,IP000897,1,0,0,0,Normal
O0009596,C04776,2025-02-17 05:06:57,39.5,D006001,IP001578,3,0,0,0,Normal
O0009597,C06097,2025-05-14 18:49:10,44.57,D009466,IP005403,1,0,0,0,Normal
O0009598,C01562,2026-02-10 10:09:58,36.96,D002588,IP005163,1,0,0,0,Normal
O0009599,C02885,2025-03-28 16:17:32,180.57,D002475,IP000051,1,0,0,0,Normal
O0009600,C05393,2025-09-06 13:52:52,20.71,D000469,IP005867,1,0,0,0,Normal
O0009601,C01010,2026-07-09 06:52:47,47.14,D003512,IP004084,1,0,0,0,Normal
O0009602,C06189,2025-02-14 22:03:39,124.23,D000044,IP002545,1,0,0,0,Normal
O0009603,C01076,2026-04-28 21:25:53,83.3,D001980,IP005286,1,0,0,0,Normal
O0009604,C02598,2025-08-12 05:38:38,308.15,D001301,IP006692,1,0,0,0,Normal
O0009605,C01897,2026-05-10 09:19:49,49.68,D004597,IP006452,1,0,0,0,Normal
O0009606,C00505,2026-03-28 01:45:03,387.12,D005508,IP000733,1,0,0,0,Normal
O0009607,C02170,2026-05-06 21:57:20,187.29,D002171,IP005427,1,0,0,0,Normal
O0009608,C07310,2026-07-23 13:18:19,9.37,D007540,IP006081,1,0,0,0,Normal
O0009609,C00214,2025-10-13 02:06:21,123.69,D001021,IP005964,1,0,0,0,Normal
O0009610,C00135,2025-06-16 04:05:11,99.0,D006012,IP001663,1,0,0,0,Normal
O0009611,C05650,2025-07-26 14:34:51,234.28,D007932,IP004234,1,0,0,0,Normal
O0009612,C02936,2026-08-25 20:46:18,317.81,D009254,IP000976,1,0,0,0,Normal
O0009613,C01840,2026-02-27 12:15:08,175.05,D006104,IP004539,1,0,0,0,Normal
O0009614,C04102,2025-11-24 02:50:11,53.63,D009703,IP006249,3,0,0,0,Normal
O0009615,C02139,2026-08-29 08:52:39,61.86,D009602,IP004128,1,0,0,0,Normal
O0009616,C03143,2025-09-19 10:46:47,55.05,D005914,IP002116,1,0,0,0,Normal
O0009617,C05740,2026-02-17 05:52:49,7.32,D005269,IP000059,1,0,0,0,Normal
O0009618,C00947,2026-02-27 22:17:41,467.01,D000830,IP006737,1,0,0,0,Normal
O0009619,C07699,2025-04-21 20:46:21,220.29,D000898,IP002143,1,0,0,0,Normal
O0009620,C00348,2026-03-04 17:44:49,235.73,D000080,IP003514,1,0,0,0,Normal
O0009621,C06475,2025-12-17 14:32:03,189.28,D007557,IP002065,1,0,0,0,Normal
O0009622,C05810,2025-04-23 09:07:00,138.04,D006775,IP005423,1,0,0,0,Normal
O0009623,C02268,2026-02-20 02:35:17,261.27,D004904,IP002807,1,0,0,0,Normal
O0009624,C00958,2025-04-07 22:56:39,118.41,D000776,IP006545,1,0,0,0,Normal
O0009625,C06840,2025-01-05 03:08:55,23.0,D007814,IP001013,1,0,0,0,Normal
O0009626,C05454,2025-02-16 15:29:17,17.4,D008061,IP003267,4,0,0,0,Normal
O0009627,C02340,2026-02-05 22:10:50,204.76,D005538,IP006104,1,0,0,0,Normal
O0009628,C00136,2025-10-16 21:29:55,105.41,D005239,IP001914,1,0,0,0,Normal
O0009629,C07527,2026-08-05 00:03:56,25.97,D004701,IP006084,1,0,0,0,Normal
O0009630,C03236,2025-11-02 04:11:16,21.34,D003265,IP006544,1,0,0,0,Normal
O0009631,C01421,2025-06-06 20:41:58,10.41,D002929,IP001463,1,0,0,0,Normal
O0009632,C07312,2025-11-16 11:45:05,122.42,D007666,IP002052,1,0,0,0,Normal
O0009633,C02876,2025-01-04 21:00:20,656.69,D008870,IP003721,1,0,0,0,Normal
O0009634,C03747,2026-01-26 20:49:16,47.58,D004883,IP001616,1,0,0,0,Normal
O0009635,C05606,2026-08-14 18:26:59,209.36,D008104,IP003734,1,0,0,0,Normal
O0009636,C06570,2025-05-29 13:29:58,240.3,D003495,IP005665,1,0,0,0,Normal
O0009637,C00809,2025-09-29 20:02:02,314.67,D002573,IP003477,1,0,0,0,Normal
O0009638,C07214,2025-11-22 21:08:15,162.46,D007457,IP000723,1,0,0,0,Normal
O0009639,C07472,2026-04-26 10:34:23,404.96,D002304,IP004649,1,0,0,0,Normal
O0009640,C02079,2026-03-22 14:50:35,80.81,D005652,IP001899,2,0,0,0,Normal
O0009641,C04019,2025-01-23 23:01:57,153.99,D000070,IP004987,1,0,0,0,Normal
O0009642,C06882,2025-09-10 20:18:27,388.75,D005113,IP000305,1,0,0,0,Normal
O0009643,C03937,2025-02-23 04:34:51,187.36,D003781,IP000500,1,0,0,0,Normal
O0009644,C03899,2025-09-15 22:59:04,317.4,D002409,IP000189,2,1,0,0,Normal
O0009645,C04975,2025-04-08 07:49:21,9.01,D003060,IP003574,1,0,0,0,Normal
O0009646,C06166,2026-03-25 16:35:28,168.25,D002455,IP002808,1,0,0,0,Normal
O0009647,C05360,2025-07-16 08:19:59,66.47,D008058,IP006066,1,0,0,0,Normal
O0009648,C05038,2025-07-16 09:45:28,16.18,D008510,IP003519,1,0,0,0,Normal
O0009649,C02978,2025-04-14 07:57:00,62.17,D000153,IP003871,1,0,0,0,Normal
O0009650,C05062,2025-04-19 13:50:28,117.62,D002799,IP003504,1,0,0,0,Normal
O0009651,C00837,2026-04-01 19:20:02,50.36,D005230,IP003023,1,0,0,0,Normal
O0009652,C03279,2025-10-26 13:21:52,36.91,D006406,IP002416,1,0,0,0,Normal
O0009653,C01516,2026-05-07 18:04:56,118.87,D002081,IP000712,1,0,0,0,Normal
O0009654,C04340,2026-08-29 12:12:13,20.72,D004451,IP000236,3,0,0,0,Normal
O0009655,C02101,2025-10-05 19:40:36,224.11,D006368,IP005957,1,0,0,0,Normal
O0009656,C04083,2025-12-16 09:32:03,63.72,D008623,IP000939,1,0,0,0,Normal
O0009657,C06250,2025-08-21 08:15:31,31.68,D006290,IP002524,1,0,0,0,Normal
O0009658,C03484,2026-01-16 02:14:52,90.59,D009737,IP005961,1,0,0,0,Normal
O0009659,C01748,2026-02-08 01:07:41,105.5,D007121,IP000765,1,0,0,0,Normal
O0009660,C01786,2026-01-05 02:27:20,311.23,D000131,IP006658,1,0,0,0,Normal
O0009661,C07277,2025-09-21 12:58:01,7.73,D008291,IP005725,3,0,0,0,Normal
O0009662,C06280,2025-11-22 14:10:17,185.43,D008329,IP003139,2,0,0,0,Normal
O0009663,C00297,2025-09-13 03:45:24,40.72,D007659,IP000493,1,0,0,0,Normal
O0009664,C07558,2026-06-23 05:29:32,27.84,D008716,IP001539,1,0,0,0,Normal
O0009665,C00910,2025-11-27 14:08:05,18.6,D005084,IP005976,1,0,0,0,Normal
O0009666,C05256,2026-05-24 06:15:45,341.31,D002538,IP004815,3,0,0,0,Normal
O0009667,C04439,2025-02-28 00:13:59,117.43,D004558,IP003394,1,1,0,1,Normal
O0009668,C00382,2025-01-19 04:31:55,168.88,D003974,IP003477,1,0,0,0,Normal
O0009669,C02374,2026-03-11 14:08:26,5.3,D002161,IP003964,4,0,0,0,Normal
O0009670,C06239,2025-03-25 03:49:42,81.52,D003737,IP005997,1,0,0,0,Normal
O0009671,C02461,2026-08-01 17:17:23,54.4,D006699,IP001823,1,0,0,0,Normal
O0009672,C03882,2025-08-21 05:07:44,590.72,D007751,IP001177,1,0,0,0,Normal
O0009673,C05599,2026-04-20 14:59:57,10.92,D009077,IP000780,1,0,0,0,Normal
O0009674,C00585,2025-10-31 18:26:52,50.53,D003537,IP001672,1,0,0,0,Normal
O0009675,C06678,2025-01-20 23:21:22,108.94,D003640,IP001599,4,0,0,0,Normal
O0009676,C00341,2026-04-02 20:00:30,90.49,D000855,IP006117,2,0,0,0,Normal
O0009677,C02104,2026-03-27 23:43:50,276.38,D004220,IP005663,1,0,0,0,Normal
O0009678,C06127,2025-02-09 08:16:37,52.62,D004301,IP000681,1,0,0,0,Normal
O0009679,C07312,2026-06-14 11:14:06,21.81,D007666,IP002052,1,0,0,0,Normal
O0009680,C06101,2025-12-19 10:49:46,40.11,D003201,IP004977,1,0,0,0,Normal
O0009681,C01813,2025-10-16 21:35:12,147.84,D004042,IP006880,3,0,0,0,Normal
O0009682,C07891,2026-03-18 11:28:11,227.97,D005263,IP001068,1,0,0,0,Normal
O0009683,C03307,2025-07-04 07:47:16,239.67,D005646,IP003096,2,0,0,0,Normal
O0009684,C03016,2026-01-29 07:41:21,21.96,D006910,IP005771,1,0,0,0,Normal
O0009685,C06942,2026-03-04 11:32:42,23.24,D006795,IP002551,1,0,0,0,Normal
O0009686,C00543,2025-06-04 03:47:17,56.9,D004286,IP005237,1,0,0,0,Normal
O0009687,C04474,2026-08-16 14:39:18,108.08,D006900,IP005901,1,0,0,0,Normal
O0009688,C07744,2025-06-29 06:06:31,225.63,D001591,IP004354,1,0,0,0,Normal
O0009689,C00809,2025-07-11 19:21:32,2611.78,FRAUDDEV030,FRAUDIP030,3,0,1,1,High Value Transaction
O0009690,C04364,2025-07-01 07:52:58,55.15,D002955,IP006750,1,0,0,0,Normal
O0009691,C01069,2025-05-21 09:57:36,90.69,D000429,IP005374,1,0,0,0,Normal
O0009692,C07146,2025-06-08 20:13:22,80.56,D001699,IP002768,1,0,0,0,Normal
O0009693,C04739,2025-06-26 05:07:47,289.33,D004189,IP006576,1,0,0,0,Normal
O0009694,C01877,2025-07-22 08:07:01,15.69,D004503,IP005670,1,1,0,0,Normal
O0009695,C02462,2026-06-09 06:12:32,65.4,D002646,IP003581,1,0,0,0,Normal
O0009696,C04163,2026-07-17 22:27:39,118.82,D003678,IP002529,1,1,0,0,Normal
O0009697,C05816,2026-05-21 08:59:42,143.45,D006628,IP004927,1,0,0,0,Normal
O0009698,C03938,2026-03-03 03:23:39,223.11,D008949,IP002833,1,1,0,0,Normal
O0009699,C01526,2025-09-01 16:26:40,77.08,D006149,IP001873,1,0,0,0,Normal
O0009700,C05683,2025-12-22 15:25:08,39.83,D006545,IP003529,1,0,0,0,Normal
O0009701,C00958,2025-01-19 18:46:54,132.14,D000776,IP006545,1,0,0,0,Normal
O0009702,C06492,2026-05-19 06:20:05,424.07,D004316,IP004438,1,0,0,0,Normal
O0009703,C03171,2026-08-22 07:32:56,8.67,D004606,IP005189,2,0,0,0,Normal
O0009704,C05253,2025-07-30 07:08:46,15.46,D002720,IP003170,4,0,0,0,Normal
O0009705,C02760,2025-01-13 03:13:13,193.92,D003081,IP000678,1,0,0,0,Normal
O0009706,C05383,2025-12-10 02:05:15,24.17,D004820,IP004376,1,0,0,0,Normal
O0009707,C07138,2026-07-04 13:11:54,240.45,D004979,IP002183,1,0,0,0,Normal
O0009708,C05629,2026-02-23 11:06:52,158.75,D008659,IP005506,1,0,0,0,Normal
O0009709,C05394,2026-06-29 15:44:00,28.72,D007760,IP001608,1,0,0,0,Normal
O0009710,C06073,2026-07-11 00:54:11,29.2,D008436,IP002036,1,0,0,0,Normal
O0009711,C04035,2026-07-15 17:09:08,81.12,D008576,IP005266,1,0,0,0,Normal
O0009712,C01767,2025-03-24 04:09:22,42.81,D009001,IP004194,1,0,0,0,Normal
O0009713,C06538,2026-07-05 04:01:37,21.54,D001143,IP006051,1,0,0,0,Normal
O0009714,C05215,2026-07-13 02:00:42,159.52,D002996,IP001133,1,0,0,0,Normal
O0009715,C02517,2025-12-13 06:54:13,29.68,D004981,IP006076,1,0,0,0,Normal
O0009716,C02214,2026-06-29 16:15:44,169.97,D006161,IP004985,1,0,0,0,Normal
O0009717,C04035,2025-07-18 02:10:17,163.54,D008576,IP005266,1,0,0,0,Normal
O0009718,C01653,2026-01-29 06:08:08,67.84,D008737,IP003459,1,0,0,0,Normal
O0009719,C07046,2025-03-30 23:50:40,166.15,D005045,IP002595,1,0,0,0,Normal
O0009720,C06339,2025-12-17 00:29:50,32.36,D005394,IP002679,2,0,0,0,Normal
O0009721,C02473,2026-05-24 17:25:19,92.22,D008025,IP000193,1,0,0,0,Normal
O0009722,C00408,2025-08-11 01:43:18,84.84,D007068,IP002824,1,0,0,0,Normal
O0009723,C00428,2026-06-25 08:00:20,54.98,D009894,IP003214,1,0,0,0,Normal
O0009724,C02389,2025-02-09 20:40:33,191.41,D003938,IP004808,1,0,0,0,Normal
O0009725,C01179,2026-01-28 17:17:23,7.48,D002586,IP001403,2,0,0,0,Normal
O0009726,C07007,2025-08-11 05:25:28,105.46,D008024,IP002382,1,0,0,0,Normal
O0009727,C03370,2026-02-17 11:50:40,213.27,D008038,IP005935,1,0,0,0,Normal
O0009728,C02788,2025-05-12 12:43:55,64.08,D009078,IP001789,1,0,0,0,Normal
O0009729,C01741,2025-12-03 08:19:24,58.85,D008306,IP006671,1,0,0,0,Normal
O0009730,C06753,2026-02-07 23:54:21,7.11,D007615,IP006566,1,0,0,0,Normal
O0009731,C06370,2026-01-06 18:06:56,148.57,D006021,IP006596,1,0,0,0,Normal
O0009732,C03080,2025-07-14 22:11:51,51.35,D006286,IP003303,2,0,0,0,Normal
O0009733,C01359,2026-04-26 05:27:37,134.23,D001117,IP003306,1,0,0,0,Normal
O0009734,C07637,2026-01-05 18:42:45,714.25,D004845,IP006911,1,0,0,0,Normal
O0009735,C02532,2026-04-11 09:02:40,6.51,D005474,IP003960,1,0,0,0,Normal
O0009736,C06197,2026-04-14 19:19:03,60.18,D000902,IP002080,1,0,0,0,Normal
O0009737,C03746,2025-11-10 10:46:15,225.24,D005483,IP003842,1,0,0,0,Normal
O0009738,C06286,2026-07-25 03:09:31,116.0,D002455,IP005508,2,0,0,0,Normal
O0009739,C03895,2026-07-26 00:01:54,80.66,D000855,IP006664,1,0,0,0,Normal
O0009740,C07417,2025-07-14 07:24:35,80.8,D007021,IP005509,1,0,0,0,Normal
O0009741,C06431,2025-07-11 15:54:07,31.15,D009159,IP004166,1,0,0,0,Normal
O0009742,C02090,2025-10-16 01:49:00,52.07,D001240,IP005405,2,0,0,0,Normal
O0009743,C03454,2026-03-31 11:15:12,224.44,D009418,IP006605,2,1,0,0,Normal
O0009744,C00814,2025-03-12 18:33:17,244.1,D007188,IP000791,1,1,0,0,Normal
O0009745,C07255,2025-06-08 01:18:15,349.89,D000404,IP003570,1,0,0,0,Normal
O0009746,C00565,2026-07-14 15:00:51,19.77,D001661,IP006919,2,0,0,0,Normal
O0009747,C00145,2025-03-04 21:23:33,212.12,D004843,IP006876,1,0,0,0,Normal
O0009748,C04011,2026-04-07 18:01:47,29.84,D009152,IP005554,2,0,0,0,Normal
O0009749,C04853,2025-07-26 13:14:57,608.06,D005447,IP006744,1,0,0,0,Normal
O0009750,C01787,2026-07-23 21:27:57,123.21,D001335,IP006918,1,0,0,0,Normal
O0009751,C04590,2025-02-04 03:49:23,341.0,D004614,IP000100,1,0,0,0,Normal
O0009752,C07192,2025-12-20 20:42:43,189.46,D005130,IP000767,1,0,0,0,Normal
O0009753,C05034,2025-05-22 10:45:23,215.4,D009363,IP005451,1,0,0,0,Normal
O0009754,C03675,2026-08-12 05:24:23,4.78,D004775,IP002061,1,0,0,0,Normal
O0009755,C01156,2025-01-23 05:29:45,90.66,D001438,IP004432,1,0,0,0,Normal
O0009756,C01356,2026-01-13 14:45:52,69.51,D007009,IP002896,1,0,0,0,Normal
O0009757,C03918,2026-03-13 12:28:13,470.62,D002076,IP004718,1,0,0,0,Normal
O0009758,C03747,2025-04-25 15:15:33,208.03,D004883,IP001616,1,0,0,0,Normal
O0009759,C04206,2025-04-09 06:44:09,482.44,D009473,IP006072,1,0,0,0,Normal
O0009760,C04096,2026-06-23 01:12:19,104.88,D006155,IP004935,1,0,0,0,Normal
O0009761,C02733,2025-04-08 22:22:20,53.35,D007505,IP000476,1,0,0,0,Normal
O0009762,C05582,2026-05-25 06:05:51,264.91,D007139,IP003444,2,0,0,0,Normal
O0009763,C01694,2026-04-14 07:40:27,29.21,D000429,IP001466,1,0,0,0,Normal
O0009764,C06840,2025-04-01 10:01:00,4454.03,D007814,IP001013,1,0,0,0,Normal
O0009765,C01566,2025-04-18 06:14:38,112.68,D003635,IP000673,1,0,0,0,Normal
O0009766,C03330,2025-03-03 22:58:10,73.93,D000153,IP004090,1,0,0,0,Normal
O0009767,C01684,2025-03-19 20:59:53,139.2,D000653,IP003888,1,0,0,0,Normal
O0009768,C04975,2025-10-13 04:34:07,90.38,D003060,IP003574,1,0,0,0,Normal
O0009769,C03863,2025-02-15 14:36:15,68.76,D005144,IP000219,1,0,0,0,Normal
O0009770,C03001,2025-05-06 09:38:09,99.44,D007405,IP001423,1,0,0,0,Normal
O0009771,C03839,2026-02-05 04:33:58,249.55,D008289,IP002560,1,0,0,0,Normal
O0009772,C03373,2025-07-03 12:21:41,151.91,D001971,IP002421,1,0,0,0,Normal
O0009773,C06858,2026-08-05 00:53:09,272.13,D002878,IP001659,1,0,0,0,Normal
O0009774,C01007,2025-12-22 03:22:38,215.58,D001886,IP000748,1,0,0,0,Normal
O0009775,C06377,2025-12-22 01:50:51,231.23,D008883,IP001707,3,0,0,0,Normal
O0009776,C05276,2025-03-08 03:59:38,135.68,D007804,IP000734,1,0,0,0,Normal
O0009777,C02790,2025-06-12 03:14:53,124.86,D002732,IP006226,2,0,0,0,Normal
O0009778,C07371,2026-02-07 06:27:49,404.76,D008792,IP005031,1,1,0,0,Normal
O0009779,C01428,2025-11-27 00:12:05,439.0,D007761,IP006266,1,0,0,0,Normal
O0009780,C02488,2025-10-20 06:27:16,294.73,D005626,IP006246,1,0,0,0,Normal
O0009781,C03005,2025-04-06 14:03:40,34.05,D004249,IP005525,1,0,0,0,Normal
O0009782,C05209,2026-02-19 16:17:43,16.38,D001978,IP006600,2,0,0,0,Normal
O0009783,C07589,2026-03-15 10:47:54,45.95,D000013,IP002506,1,0,0,0,Normal
O0009784,C04788,2025-03-12 03:56:52,219.79,D004409,IP005447,1,0,0,0,Normal
O0009785,C06866,2026-01-20 04:03:44,52.04,D003848,IP002793,1,0,0,0,Normal
O0009786,C07268,2025-12-18 07:54:01,14.36,D000802,IP003585,1,0,0,0,Normal
O0009787,C03773,2025-11-06 17:42:25,69.66,D000454,IP004532,1,0,0,0,Normal
O0009788,C03817,2025-06-11 05:20:36,86.86,D007373,IP003808,1,0,0,0,Normal
O0009789,C01998,2025-08-19 07:20:06,128.84,D009568,IP004692,1,0,0,0,Normal
O0009790,C04843,2025-11-24 21:50:35,7.7,D009616,IP004777,1,0,0,0,Normal
O0009791,C00975,2026-02-15 04:37:13,29.1,D006878,IP000458,2,0,0,0,Normal
O0009792,C05094,2025-10-26 23:43:10,32.01,D004427,IP004764,1,0,0,0,Normal
O0009793,C07171,2025-03-28 22:54:22,83.98,D003878,IP003676,1,0,0,0,Normal
O0009794,C06106,2026-02-04 13:45:26,3.29,D009267,IP002606,1,0,0,0,Normal
O0009795,C05222,2026-01-16 01:17:37,386.6,D009159,IP005530,1,0,0,0,Normal
O0009796,C06731,2026-05-26 02:07:23,77.2,D003880,IP001544,1,0,0,0,Normal
O0009797,C05850,2026-05-23 03:13:44,76.2,D004028,IP005527,2,0,0,0,Normal
O0009798,C04270,2026-06-21 05:47:50,42.3,D004451,IP003079,1,0,0,0,Normal
O0009799,C04198,2026-08-04 20:37:58,29.7,D009832,IP003200,1,0,0,0,Normal
O0009800,C00864,2026-05-30 23:59:40,280.83,D006968,IP001589,2,0,0,0,Normal
O0009801,C03489,2025-07-22 11:11:41,16.81,D008509,IP001199,3,0,0,0,Normal
