return_id,order_id,customer_id,return_date,return_reason,refund_amount
R0001033,O0019280,C07188,2025-07-07,Changed Mind,65.49
R0001034,O0055974,C01889,2026-09-12,Wrong Item,158.25
R0001035,O0024556,C03868,2025-07-25,Late Delivery,154.72
R0001036,O0023480,C02489,2026-08-12,Changed Mind,42.58
R0001037,O0042287,C05631,2026-03-04,Wrong Item,103.14
R0001038,O0036595,C04953,2026-04-07,Damaged,78.47
R0001039,O0047487,C05954,2026-09-15,Damaged,33.37
R0001040,O0023708,C02080,2026-06-15,Late Delivery,104.64
R0001041,O0006031,C01800,2025-03-12,Late Delivery,117.4
R0001042,O0019049,C00881,2025-10-09,Late Delivery,19.9
R0001043,O0032974,C05277,2025-04-11,Wrong Item,67.05
R0001044,O0052766,C05862,2025-11-01,Late Delivery,14.72
R0001045,O0036472,C07624,2026-08-22,Late Delivery,1271.93
R0001046,O0046372,C02832,2025-11-10,Not as Expected,257.72
R0001047,O0012938,C00503,2025-04-20,Damaged,210.72
R0001048,O0058750,C02775,2026-01-27,Late Delivery,32.08
R0001049,O0056125,C05869,2025-04-16,Changed Mind,27.25
R0001050,O0025065,C03352,2025-08-24,Not as Expected,73.41
R0001051,O0058769,C03914,2026-05-04,Changed Mind,509.01
R0001052,O0022653,C02959,2025-12-11,Wrong Item,30.85
R0001053,O0032073,C07752,2025-11-28,Wrong Item,195.45
R0001054,O0045468,C00313,2025-02-21,Changed Mind,100.05
R0001055,O0042029,C07983,2025-02-02,Late Delivery,20.35
R0001056,O0057191,C00195,2025-05-09,Changed Mind,314.72
R0001057,O0039911,C00012,2025-06-28,Not as Expected,32.51
R0001058,O0058210,C07743,2025-09-30,Changed Mind,41.49
R0001059,O0000225,C05081,2026-07-27,Wrong Item,269.12
R0001060,O0046010,C07923,2025-05-08,Wrong Item,37.84
R0001061,O0048421,C05476,2025-07-05,Changed Mind,115.23
R0001062,O0058431,C00041,2025-05-05,Late Delivery,85.33
R0001063,O0056923,C07567,2025-05-27,Changed Mind,92.75
R0001064,O0024926,C07740,2025-07-09,Damaged,78.19
R0001065,O0008944,C02052,2025-09-25,Not as Expected,17.12
R0001066,O0014049,C06866,2025-03-26,Changed Mind,106.17
R0001067,O0026056,C01515,2026-07-14,Late Delivery,67.03
R0001068,O0011092,C00112,2025-12-09,Not as Expected,35.88
R0001069,O0005831,C06291,2025-12-06,Not as Expected,86.62
R0001070,O0018094,C02551,2025-04-25,Not as Expected,10.04
R0001071,O0052773,C01118,2026-03-30,Late Delivery,15.6
R0001072,O0017160,C00661,2026-02-27,Late Delivery,29.99
R0001073,O0038168,C03725,2025-12-30,Not as Expected,268.99
R0001074,O0027143,C05908,2025-10-15,Not as Expected,69.64
R0001075,O0005221,C07687,2026-03-05,Late Delivery,173.09
R0001076,O0052786,C07746,2026-08-10,Late Delivery,92.78
R0001077,O0023203,C07162,2026-04-20,Wrong Item,111.16
R0001078,O0012918,C05381,2025-06-10,Changed Mind,6.81
R0001079,O0032617,C06342,2026-07-29,Changed Mind,85.96
R0001080,O0023001,C03277,2025-03-12,Damaged,18.84
R0001081,O0010394,C02484,2025-05-03,Not as Expected,192.58
R0001082,O0023889,C03240,2025-11-23,Changed Mind,229.71
R0001083,O0002275,C07725,2025-08-13,Not as Expected,93.62
R0001084,O0056838,C07596,2026-03-07,Not as Expected,68.52
R0001085,O0002597,C06609,2025-12-01,Late Delivery,54.37
R0001086,O0005108,C05294,2025-05-03,Late Delivery,13.87
R0001087,O0038379,C01746,2026-05-26,Damaged,11.08
R0001088,O0000663,C04704,2025-10-21,Wrong Item,535.27
R0001089,O0021557,C05327,2026-08-13,Wrong Item,16.3
R0001090,O0018880,C04035,2025-03-29,Wrong Item,47.06
R0001091,O0013788,C03088,2025-04-17,Wrong Item,139.58
R0001092,O0045737,C04065,2025-07-18,Wrong Item,40.61
R0001093,O0033309,C02504,2025-02-26,Damaged,30.06
R0001094,O0044892,C04533,2026-01-09,Wrong Item,21.99
R0001095,O0020629,C06713,2025-02-21,Not as Expected,63.67
R0001096,O0006869,C03729,2025-10-09,Late Delivery,55.01
R0001097,O0052891,C06211,2025-05-11,Late Delivery,213.09
R0001098,O0040871,C05850,2026-02-12,Wrong Item,22.71
R0001099,O0058059,C01557,2025-09-10,Changed Mind,62.58
R0001100,O0053563,C06326,2025-01-13,Late Delivery,73.11
R0001101,O0054634,C00137,2026-03-05,Damaged,94.24
R0001102,O0021353,C04491,2025-10-06,Late Delivery,95.4
R0001103,O0059191,C04702,2026-06-19,Changed Mind,53.75
R0001104,O0022953,C03842,2025-05-24,Wrong Item,24.79
R0001105,O0024292,C01962,2026-06-16,Late Delivery,111.68
R0001106,O0022215,C03289,2025-06-26,Not as Expected,154.81
R0001107,O0044128,C04183,2025-06-05,Damaged,647.92
R0001108,O0007868,C07706,2025-10-29,Changed Mind,22.79
R0001109,O0030598,C00511,2026-05-31,Wrong Item,13.11
R0001110,O0040503,C02479,2025-12-22,Wrong Item,44.48
R0001111,O0053950,C06369,2025-06-26,Wrong Item,51.63
R0001112,O0039288,C04080,2026-06-16,Wrong Item,69.22
R0001113,O0035950,C06923,2026-06-05,Changed Mind,107.74
R0001114,O0023730,C04356,2026-08-19,Damaged,43.05
R0001115,O0019167,C01965,2026-09-08,Damaged,91.19
R0001116,O0054403,C00634,2026-05-24,Changed Mind,36.97
R0001117,O0008189,C03852,2025-11-27,Wrong Item,173.95
R0001118,O0033863,C05428,2026-09-07,Damaged,238.53
R0001119,O0001614,C05110,2025-03-11,Wrong Item,244.46
R0001120,O0027667,C04604,2026-01-12,Not as Expected,330.7
R0001121,O0024771,C07775,2026-02-28,Wrong Item,15.68
R0001122,O0025644,C06304,2025-12-07,Late Delivery,145.73
R0001123,O0007032,C00542,2025-09-09,Wrong Item,83.01
R0001124,O0027580,C04354,2026-02-23,Late Delivery,173.42
R0001125,O0004117,C03962,2026-07-21,Wrong Item,3.18
R0001126,O0028586,C07808,2025-04-26,Not as Expected,36.94
R0001127,O0047808,C07358,2025-02-11,Damaged,35.65
R0001128,O0039125,C06381,2026-03-15,Not as Expected,86.0
R0001129,O0042017,C01579,2026-04-05,Late Delivery,83.49
R0001130,O0036623,C02455,2025-03-21,Damaged,329.58
R0001131,O0006805,C07526,2026-08-11,Not as Expected,1093.3
R0001132,O0041139,C00089,2025-09-04,Damaged,166.57
R0001133,O0019964,C05817,2025-12-05,Changed Mind,209.37
R0001134,O0035075,C02632,2025-09-20,Wrong Item,97.09
R0001135,O0036650,C06060,2025-06-03,Wrong Item,101.79
R0001136,O0046455,C00786,2026-03-24,Wrong Item,43.31
R0001137,O0020669,C00101,2026-03-01,Damaged,67.96
R0001138,O0054297,C04416,2025-05-14,Late Delivery,219.24
R0001139,O0012469,C00318,2025-10-21,Late Delivery,277.91
R0001140,O0000063,C06166,2025-04-12,Changed Mind,74.04
R0001141,O0014451,C00575,2026-01-31,Wrong Item,5.78
R0001142,O0044059,C02454,2026-02-17,Changed Mind,391.34
R0001143,O0023659,C00306,2025-12-29,Damaged,39.2
R0001144,O0049373,C03674,2025-03-04,Changed Mind,139.65
R0001145,O0008009,C04376,2025-03-29,Damaged,22.42
R0001146,O0026171,C03114,2025-04-29,Changed Mind,218.83
R0001147,O0050019,C00947,2026-09-09,Changed Mind,53.81
R0001148,O0014295,C00138,2026-02-13,Late Delivery,166.73
R0001149,O0038701,C02864,2026-01-08,Damaged,168.9
R0001150,O0001148,C03525,2026-06-14,Not as Expected,128.43
R0001151,O0023575,C07706,2025-09-18,Not as Expected,126.0
R0001152,O0054273,C04449,2025-06-17,Late Delivery,14.75
R0001153,O0006093,C00033,2026-01-24,Wrong Item,79.95
R0001154,O0026412,C03583,2026-06-04,Wrong Item,143.12
R0001155,O0040010,C01042,2025-11-17,Damaged,78.98
R0001156,O0015422,C00944,2026-08-28,Not as Expected,68.5
R0001157,O0044741,C00658,2025-09-20,Changed Mind,28.34
R0001158,O0010574,C04447,2025-03-27,Changed Mind,41.49
R0001159,O0014740,C04689,2026-03-11,Damaged,29.62
R0001160,O0023854,C06696,2025-03-17,Not as Expected,23.07
R0001161,O0030743,C04730,2025-03-13,Wrong Item,109.94
R0001162,O0007304,C00410,2026-05-08,Changed Mind,135.59
R0001163,O0057946,C05684,2025-08-30,Changed Mind,127.63
R0001164,O0058245,C05078,2026-05-01,Changed Mind,49.58
R0001165,O0023313,C00649,2025-04-16,Not as Expected,452.22
R0001166,O0011045,C00105,2025-05-06,Changed Mind,92.89
R0001167,O0059575,C06625,2025-06-17,Not as Expected,12.61
R0001168,O0043124,C05073,2026-04-26,Wrong Item,191.57
R0001169,O0012903,C04612,2026-07-18,Late Delivery,62.03
R0001170,O0056199,C06098,2026-09-06,Wrong Item,16.69
R0001171,O0014099,C07089,2025-04-15,Damaged,56.97
R0001172,O0015550,C05818,2025-08-07,Not as Expected,129.97
R0001173,O0014804,C05298,2025-11-18,Changed Mind,3.89
R0001174,O0056120,C03762,2026-03-04,Damaged,72.94
R0001175,O0029081,C05021,2026-01-22,Not as Expected,77.03
R0001176,O0027072,C07106,2026-01-21,Changed Mind,353.73
R0001177,O0029536,C00618,2025-04-01,Changed Mind,95.77
R0001178,O0001740,C06188,2026-08-13,Late Delivery,24.68
R0001179,O0036879,C03020,2026-03-09,Late Delivery,96.09
R0001180,O0010854,C01339,2025-06-01,Wrong Item,192.57
R0001181,O0012796,C00821,2026-01-26,Damaged,378.33
R0001182,O0054215,C03708,2026-02-28,Wrong Item,131.49
R0001183,O0030168,C00861,2026-07-11,Wrong Item,85.28
R0001184,O0029846,C06871,2026-08-29,Late Delivery,9.49
R0001185,O0055084,C07574,2026-01-16,Not as Expected,70.94
R0001186,O0007101,C00596,2026-05-17,Late Delivery,90.11
R0001187,O0025173,C04520,2026-01-23,Changed Mind,93.91
R0001188,O0047004,C03898,2026-06-12,Not as Expected,36.8
R0001189,O0012170,C05202,2025-11-12,Changed Mind,116.33
R0001190,O0039206,C02552,2025-09-07,Damaged,163.91
R0001191,O0015872,C06027,2025-03-09,Late Delivery,15.79
R0001192,O0025930,C04060,2025-01-22,Changed Mind,35.87
R0001193,O0057360,C03298,2025-05-22,Late Delivery,7.48
R0001194,O0001524,C03024,2025-04-14,Late Delivery,13.95
R0001195,O0041187,C00664,2026-01-08,Wrong Item,69.86
R0001196,O0028198,C04694,2026-04-17,Late Delivery,40.88
R0001197,O0053112,C01476,2025-11-22,Not as Expected,104.38
R0001198,O0012088,C01963,2026-01-30,Wrong Item,142.97
R0001199,O0045294,C01054,2025-12-30,Wrong Item,28.3
R0001200,O0000989,C05575,2025-02-05,Changed Mind,124.63
R0001201,O0015309,C01897,2026-04-16,Damaged,163.42
R0001202,O0015342,C06585,2026-09-05,Not as Expected,17.05
R0001203,O0017188,C07953,2025-12-11,Wrong Item,91.52
R0001204,O0054248,C01954,2025-03-09,Damaged,4.76
R0001205,O0001432,C03045,2025-07-29,Wrong Item,71.3
R0001206,O0023958,C00656,2025-04-19,Wrong Item,3.53
R0001207,O0053184,C05495,2026-02-06,Late Delivery,54.87
R0001208,O0032360,C05113,2025-08-21,Changed Mind,6.21
R0001209,O0039093,C07245,2025-01-29,Late Delivery,25.38
R0001210,O0010322,C05014,2026-03-12,Damaged,191.48
R0001211,O0011488,C06012,2026-04-20,Changed Mind,24.72
R0001212,O0024940,C04704,2025-08-31,Changed Mind,19.49
R0001213,O0013388,C00402,2025-02-25,Wrong Item,83.48
R0001214,O0048699,C04323,2026-04-07,Late Delivery,25.4
R0001215,O0011216,C07688,2025-05-06,Not as Expected,8.52
R0001216,O0016960,C07548,2025-03-24,Damaged,26.6
R0001217,O0037760,C05023,2025-11-03,Late Delivery,172.09
R0001218,O0057079,C03384,2025-08-07,Damaged,126.82
R0001219,O0043049,C04684,2025-08-06,Damaged,135.84
R0001220,O0042580,C04570,2026-04-02,Not as Expected,82.03
R0001221,O0053289,C06488,2026-05-14,Changed Mind,94.39
R0001222,O0045507,C01751,2026-09-03,Late Delivery,75.2
R0001223,O0055670,C04405,2025-07-04,Changed Mind,17.57
R0001224,O0009149,C07638,2026-08-09,Changed Mind,28.62
R0001225,O0030023,C04261,2025-05-07,Not as Expected,97.25
R0001226,O0005246,C06628,2025-10-11,Wrong Item,116.56
R0001227,O0031672,C02827,2026-02-08,Wrong Item,37.27
R0001228,O0021380,C02944,2026-02-08,Changed Mind,89.55
R0001229,O0036258,C01072,2026-02-10,Wrong Item,60.64
R0001230,O0031227,C06621,2025-10-16,Late Delivery,63.28
R0001231,O0052215,C05213,2025-07-20,Late Delivery,41.18
R0001232,O0047132,C07307,2026-02-03,Late Delivery,77.74
R0001233,O0033922,C05847,2025-03-11,Not as Expected,164.67
R0001234,O0022377,C03331,2025-11-23,Changed Mind,5.77
R0001235,O0001779,C00675,2025-09-29,Damaged,239.66
R0001236,O0041723,C07411,2026-08-04,Changed Mind,72.06
R0001237,O0008171,C07143,2025-09-22,Not as Expected,16.02
R0001238,O0026754,C03503,2026-05-11,Damaged,24.58
R0001239,O0044757,C00890,2026-06-24,Wrong Item,40.48
R0001240,O0047756,C03675,2025-05-25,Wrong Item,330.51
R0001241,O0005142,C07006,2025-06-22,Not as Expected,78.98
R0001242,O0007773,C03761,2025-03-02,Late Delivery,229.3
R0001243,O0010167,C05689,2026-02-19,Wrong Item,33.01
R0001244,O0026823,C04646,2025-04-08,Late Delivery,44.54
R0001245,O0029101,C02259,2025-09-18,Late Delivery,51.34
R0001246,O0041335,C00316,2026-05-15,Wrong Item,361.85
R0001247,O0017016,C03212,2025-11-15,Damaged,239.76
R0001248,O0053006,C04658,2025-12-06,Damaged,111.06
R0001249,O0044940,C04494,2025-09-01,Wrong Item,11.04
R0001250,O0005464,C06163,2026-06-03,Late Delivery,19.14
R0001251,O0040116,C02892,2026-06-13,Damaged,9.41
R0001252,O0037400,C00713,2026-03-03,Wrong Item,7.23
R0001253,O0022984,C07523,2026-01-05,Late Delivery,82.99
R0001254,O0054853,C01185,2026-02-08,Damaged,135.87
R0001255,O0015143,C01611,2026-02-14,Damaged,105.61
R0001256,O0047571,C05025,2025-07-06,Damaged,268.13
R0001257,O0030709,C07740,2025-01-05,Wrong Item,423.63
R0001258,O0011733,C03868,2025-07-02,Wrong Item,256.4
R0001259,O0032186,C04433,2025-08-30,Late Delivery,53.83
R0001260,O0002919,C05378,2026-03-13,Damaged,84.24
R0001261,O0028774,C03274,2025-04-14,Damaged,33.62
R0001262,O0039860,C07005,2026-06-01,Not as Expected,219.92
R0001263,O0006794,C04966,2025-07-24,Damaged,17.9
R0001264,O0007404,C00057,2026-02-04,Damaged,85.28
R0001265,O0052862,C07072,2025-06-11,Late Delivery,9.62
R0001266,O0005948,C00087,2025-07-04,Damaged,12.1
R0001267,O0046099,C02601,2026-07-22,Changed Mind,118.21
R0001268,O0019364,C07746,2025-04-01,Changed Mind,74.52
R0001269,O0006384,C07980,2026-01-31,Changed Mind,102.84
R0001270,O0048539,C01663,2025-08-25,Changed Mind,78.25
R0001271,O0048186,C00567,2026-08-21,Wrong Item,28.1
R0001272,O0001193,C05584,2025-11-11,Late Delivery,6.02
R0001273,O0034809,C04411,2026-06-30,Not as Expected,31.42
R0001274,O0045061,C00236,2025-04-18,Not as Expected,69.41
R0001275,O0040856,C07248,2026-05-22,Changed Mind,96.35
R0001276,O0017650,C05404,2025-10-12,Damaged,168.78
R0001277,O0055857,C04024,2025-09-30,Late Delivery,92.35
R0001278,O0018111,C02532,2025-10-08,Wrong Item,47.06
R0001279,O0015509,C00481,2025-05-20,Changed Mind,38.08
R0001280,O0053166,C03397,2026-02-06,Changed Mind,668.21
R0001281,O0055602,C03053,2026-03-15,Damaged,33.72
R0001282,O0011847,C02964,2025-07-21,Damaged,4.56
R0001283,O0027256,C04640,2025-08-15,Wrong Item,112.34
R0001284,O0019522,C01715,2025-09-09,Changed Mind,21.05
R0001285,O0036044,C07341,2025-06-14,Late Delivery,91.36
R0001286,O0025027,C03492,2026-01-09,Late Delivery,15.98
R0001287,O0036615,C02446,2026-02-25,Changed Mind,536.39
R0001288,O0009172,C00132,2025-09-24,Changed Mind,21.12
R0001289,O0025867,C03519,2025-07-16,Damaged,77.6
R0001290,O0031375,C04354,2026-02-01,Damaged,141.06
R0001291,O0042861,C00700,2025-03-07,Not as Expected,40.83
R0001292,O0028074,C01114,2025-06-15,Late Delivery,78.86
R0001293,O0045348,C03347,2026-09-18,Late Delivery,272.12
R0001294,O0004811,C05476,2025-01-29,Changed Mind,65.68
R0001295,O0015213,C05934,2025-04-23,Late Delivery,439.03
R0001296,O0005665,C07441,2026-08-05,Damaged,437.42
R0001297,O0043348,C03717,2026-02-14,Changed Mind,136.46
R0001298,O0047965,C07273,2025-11-17,Wrong Item,82.7
R0001299,O0034076,C03688,2025-09-29,Not as Expected,60.88
R0001300,O0049431,C06763,2026-05-14,Late Delivery,159.19
R0001301,O0047064,C04789,2025-05-23,Wrong Item,27.83
R0001302,O0049911,C03291,2025-03-06,Damaged,997.79
R0001303,O0034636,C03779,2025-10-21,Wrong Item,52.39
R0001304,O0045172,C03653,2025-03-15,Wrong Item,48.22
R0001305,O0010549,C04138,2026-03-14,Damaged,182.06
R0001306,O0044611,C02376,2026-05-10,Changed Mind,356.46
R0001307,O0050258,C03435,2026-06-14,Changed Mind,31.87
R0001308,O0026524,C04671,2026-06-28,Damaged,138.95
R0001309,O0011975,C05992,2025-08-19,Not as Expected,65.0
R0001310,O0057554,C07503,2026-02-12,Not as Expected,313.31
R0001311,O0019332,C07310,2025-05-06,Late Delivery,199.24
R0001312,O0050807,C04983,2026-02-22,Not as Expected,32.16
R0001313,O0031611,C07837,2025-04-06,Not as Expected,70.89
R0001314,O0050449,C01327,2025-01-26,Late Delivery,282.13
R0001315,O0013209,C01790,2025-10-26,Not as Expected,51.53
R0001316,O0049738,C00859,2025-07-07,Changed Mind,7.85
R0001317,O0009292,C06803,2025-05-05,Late Delivery,56.98
R0001318,O0057388,C04035,2026-08-07,Wrong Item,12.9
R0001319,O0029779,C02757,2026-04-06,Late Delivery,33.62
R0001320,O0008667,C03259,2026-08-14,Wrong Item,15.01
R0001321,O0008962,C06452,2026-09-05,Not as Expected,22.05
R0001322,O0009547,C06411,2025-04-15,Wrong Item,183.62
R0001323,O0008381,C07104,2025-03-22,Damaged,20.78
R0001324,O0047796,C03333,2025-07-29,Damaged,174.5
R0001325,O0030499,C05045,2025-04-09,Damaged,30.97
R0001326,O0033935,C01103,2025-09-16,Not as Expected,15.3
R0001327,O0003954,C02584,2026-04-11,Not as Expected,62.09
R0001328,O0018915,C07450,2026-04-03,Late Delivery,25.66
R0001329,O0037121,C03608,2026-07-18,Not as Expected,51.62
R0001330,O0049587,C07080,2026-01-20,Not as Expected,36.31
R0001331,O0019455,C05611,2025-01-24,Wrong Item,16.64
R0001332,O0022803,C05261,2025-10-11,Late Delivery,329.51
R0001333,O0052946,C01807,2026-05-03,Changed Mind,34.21
R0001334,O0005505,C07882,2026-02-07,Changed Mind,60.89
R0001335,O0018581,C00138,2026-02-18,Wrong Item,428.26
R0001336,O0044050,C03193,2025-06-14,Late Delivery,81.37
R0001337,O0043541,C03223,2026-06-25,Wrong Item,125.6
R0001338,O0055442,C06218,2025-12-03,Not as Expected,65.36
R0001339,O0020581,C07435,2026-06-21,Changed Mind,96.77
R0001340,O0039370,C03382,2025-03-16,Damaged,57.21
R0001341,O0008471,C07975,2025-05-19,Changed Mind,56.23
R0001342,O0049051,C06899,2025-05-30,Changed Mind,45.99
R0001343,O0010607,C00387,2025-12-08,Not as Expected,34.14
R0001344,O0052129,C07174,2025-05-22,Wrong Item,59.36
R0001345,O0052614,C05190,2025-08-24,Not as Expected,132.33
R0001346,O0024561,C00110,2025-07-29,Late Delivery,22.8
R0001347,O0014095,C07225,2026-07-16,Late Delivery,15.32
R0001348,O0042845,C07793,2025-05-25,Late Delivery,50.15
R0001349,O0001427,C03602,2025-12-28,Wrong Item,60.5
R0001350,O0058578,C00768,2025-08-19,Damaged,600.44
R0001351,O0038051,C03867,2026-03-31,Not as Expected,47.21
R0001352,O0059928,C04201,2025-08-31,Wrong Item,114.51
R0001353,O0041424,C02429,2026-03-17,Not as Expected,42.34
R0001354,O0004990,C05554,2025-08-17,Not as Expected,58.64
R0001355,O0005103,C01200,2026-01-12,Changed Mind,59.67
R0001356,O0036563,C07527,2026-01-26,Not as Expected,165.45
R0001357,O0026849,C01614,2025-12-18,Wrong Item,38.89
R0001358,O0048638,C06295,2026-03-15,Not as Expected,14.87
R0001359,O0050831,C01706,2026-08-20,Late Delivery,77.88
R0001360,O0009942,C02341,2025-09-12,Damaged,33.35
R0001361,O0059279,C06838,2026-02-27,Changed Mind,42.02
R0001362,O0009466,C07242,2025-12-12,Changed Mind,74.76
R0001363,O0003497,C00610,2025-04-23,Not as Expected,86.76
R0001364,O0048291,C00756,2025-05-02,Damaged,8.01
R0001365,O0014255,C03223,2025-12-10,Late Delivery,47.7
R0001366,O0027338,C00216,2025-12-04,Damaged,33.46
R0001367,O0042080,C01546,2025-05-15,Changed Mind,59.82
R0001368,O0044691,C05343,2025-06-07,Changed Mind,112.22
R0001369,O0000601,C05977,2025-03-01,Changed Mind,357.97
R0001370,O0028355,C00339,2025-11-11,Damaged,108.54
R0001371,O0056485,C05829,2025-09-09,Late Delivery,707.39
R0001372,O0001675,C01185,2025-11-25,Wrong Item,94.88
R0001373,O0037972,C07758,2026-02-02,Damaged,87.36
R0001374,O0042987,C02343,2025-09-24,Not as Expected,539.91
R0001375,O0046910,C00199,2026-01-26,Changed Mind,13.69
R0001376,O0006338,C05523,2026-04-26,Changed Mind,7.13
R0001377,O0033726,C07432,2026-05-21,Changed Mind,89.38
R0001378,O0020048,C07648,2025-04-16,Late Delivery,27.06
R0001379,O0008985,C06317,2026-02-02,Not as Expected,173.93
R0001380,O0059456,C06782,2026-01-28,Changed Mind,29.31
R0001381,O0003549,C01059,2026-01-01,Changed Mind,39.81
R0001382,O0017718,C07034,2026-01-18,Not as Expected,49.02
R0001383,O0003548,C02049,2025-04-12,Wrong Item,127.99
R0001384,O0053249,C00558,2025-03-22,Late Delivery,331.9
R0001385,O0029749,C07049,2025-07-20,Wrong Item,192.62
R0001386,O0027661,C01718,2025-04-24,Damaged,50.47
R0001387,O0051645,C04363,2025-07-10,Not as Expected,913.42
R0001388,O0006752,C01126,2026-03-08,Late Delivery,18.12
R0001389,O0040565,C02760,2026-02-08,Late Delivery,61.97
R0001390,O0022536,C05524,2025-04-25,Late Delivery,55.69
R0001391,O0003958,C01482,2026-09-23,Late Delivery,447.81
R0001392,O0019074,C02043,2025-02-15,Damaged,139.45
R0001393,O0016694,C06736,2025-11-22,Wrong Item,58.69
R0001394,O0023289,C00032,2025-04-26,Changed Mind,24.24
R0001395,O0006315,C02704,2025-08-03,Wrong Item,51.15
R0001396,O0009480,C06680,2025-04-16,Damaged,113.87
R0001397,O0000926,C04592,2025-04-30,Late Delivery,89.46
R0001398,O0006476,C06603,2026-08-14,Changed Mind,159.93
R0001399,O0040374,C00132,2025-01-21,Late Delivery,137.18
R0001400,O0016355,C06361,2025-06-17,Late Delivery,176.08
R0001401,O0038941,C07457,2025-11-15,Changed Mind,114.49
R0001402,O0051848,C07219,2025-03-09,Late Delivery,148.84
R0001403,O0015264,C02852,2025-03-23,Late Delivery,117.01
R0001404,O0036890,C06854,2025-07-04,Damaged,57.59
R0001405,O0009486,C04444,2026-07-25,Late Delivery,33.56
R0001406,O0043102,C02458,2025-02-21,Late Delivery,33.24
R0001407,O0048599,C02210,2025-05-07,Changed Mind,107.39
R0001408,O0057158,C01575,2025-09-29,Not as Expected,42.42
R0001409,O0026856,C05485,2026-07-10,Wrong Item,22.51
R0001410,O0019787,C07711,2025-07-18,Not as Expected,13.56
R0001411,O0056963,C00420,2025-05-13,Not as Expected,54.42
R0001412,O0035036,C03306,2025-07-29,Wrong Item,18.67
R0001413,O0048137,C02645,2025-11-10,Late Delivery,49.3
R0001414,O0019613,C06202,2026-06-16,Damaged,15.94
R0001415,O0006793,C05953,2025-09-22,Late Delivery,61.04
R0001416,O0001012,C07312,2025-07-17,Changed Mind,39.77
R0001417,O0047829,C00455,2025-09-18,Not as Expected,36.31
R0001418,O0006290,C02883,2025-11-22,Late Delivery,28.75
R0001419,O0003855,C03104,2025-06-20,Damaged,12.89
R0001420,O0042947,C00150,2025-03-19,Wrong Item,15.55
R0001421,O0029286,C00893,2025-02-15,Changed Mind,12.22
R0001422,O0004546,C06855,2026-04-22,Changed Mind,50.05
R0001423,O0013791,C01380,2026-06-29,Wrong Item,245.06
R0001424,O0010603,C04366,2026-01-31,Late Delivery,59.58
R0001425,O0035346,C02521,2025-01-27,Wrong Item,51.93
R0001426,O0037841,C07992,2025-08-12,Damaged,598.22
R0001427,O0046921,C02167,2025-06-30,Wrong Item,136.93
R0001428,O0020221,C06997,2025-08-27,Not as Expected,28.31
R0001429,O0013815,C07023,2026-03-12,Not as Expected,36.33
R0001430,O0021991,C05302,2025-09-07,Late Delivery,20.23
R0001431,O0045800,C07148,2025-03-30,Not as Expected,39.07
R0001432,O0024252,C03206,2026-08-31,Wrong Item,15.92
R0001433,O0045319,C03735,2025-12-29,Changed Mind,12.87
R0001434,O0028697,C01267,2026-08-03,Wrong Item,315.35
R0001435,O0005019,C03978,2025-11-28,Changed Mind,50.46
R0001436,O0014057,C06237,2025-07-05,Damaged,20.18
R0001437,O0001581,C03694,2025-07-09,Wrong Item,214.93
R0001438,O0010006,C01862,2025-10-25,Damaged,78.81
R0001439,O0022684,C03741,2025-06-12,Not as Expected,545.05
R0001440,O0054918,C04793,2025-04-09,Not as Expected,75.01
R0001441,O0040673,C03463,2026-06-01,Not as Expected,25.55
R0001442,O0037163,C03929,2026-02-06,Wrong Item,55.73
R0001443,O0036246,C04290,2025-06-22,Damaged,168.49
R0001444,O0028840,C03419,2025-09-12,Not as Expected,129.64
R0001445,O0051079,C07766,2026-05-31,Late Delivery,21.42
R0001446,O0000286,C03429,2026-02-20,Wrong Item,111.12
R0001447,O0029461,C04393,2025-05-04,Wrong Item,8.88
R0001448,O0020023,C01297,2025-10-15,Wrong Item,36.32
R0001449,O0022997,C02140,2025-08-27,Damaged,112.72
R0001450,O0023064,C02376,2025-06-30,Wrong Item,320.49
R0001451,O0014701,C07569,2026-03-04,Damaged,43.1
R0001452,O0031661,C07911,2025-10-15,Wrong Item,16.48
R0001453,O0002693,C00232,2026-03-27,Late Delivery,81.54
R0001454,O0034272,C05961,2025-05-09,Late Delivery,98.71
R0001455,O0029539,C00947,2026-01-27,Late Delivery,15.15
R0001456,O0027305,C04089,2025-03-09,Not as Expected,485.78
R0001457,O0001575,C02532,2025-03-05,Changed Mind,54.2
R0001458,O0035901,C00140,2025-02-03,Damaged,55.98
R0001459,O0021821,C01859,2026-04-13,Late Delivery,183.42
R0001460,O0044089,C00590,2026-09-01,Damaged,88.53
R0001461,O0059944,C02626,2025-08-16,Damaged,32.16
R0001462,O0057935,C03568,2026-01-20,Damaged,67.37
R0001463,O0036084,C04169,2026-04-27,Wrong Item,82.23
R0001464,O0045890,C01385,2025-02-13,Damaged,38.58
R0001465,O0017317,C06902,2026-05-17,Wrong Item,141.25
R0001466,O0035245,C01838,2026-07-05,Not as Expected,71.32
R0001467,O0004294,C02583,2025-10-27,Changed Mind,124.14
R0001468,O0021699,C07103,2026-08-31,Not as Expected,142.46
R0001469,O0033347,C00825,2025-05-31,Not as Expected,211.09
R0001470,O0017139,C03469,2025-07-04,Not as Expected,41.26
R0001471,O0058532,C07444,2025-06-13,Not as Expected,252.62
R0001472,O0006367,C04767,2025-02-22,Not as Expected,35.62
R0001473,O0001000,C02928,2026-03-19,Damaged,25.17
