product_id,product_name,category,brand,unit_price,product_rating
P00450,Zenith Essential 0450,Toys,Nova,7.45,4.1
P00451,Pulse Series 0451,Accessories,Core,61.34,4.7
P00452,Core Plus 0452,Office,Nexa,16.89,4.6
P00453,Orion Plus 0453,Books,Zenith,48.38,3.4
P00454,Core Essential 0454,Toys,Pulse,10.84,4.1
P00455,Nexa Essential 0455,Fashion,Nexa,8.01,4.6
P00456,Urban Series 0456,Accessories,Prime,66.9,4.2
P00457,Pulse Pro 0457,Fashion,Core,30.35,4.1
P00458,Prime Max 0458,Books,Urban,19.01,4.2
P00459,Nova Essential 0459,Beauty,Orion,22.59,4.4
P00460,Zenith Series 0460,Accessories,Apex,22.66,3.9
P00461,Apex Plus 0461,Electronics,Vertex,218.37,3.9
P00462,Core Series 0462,Accessories,Orion,44.44,4.6
P00463,Pulse Series 0463,Beauty,Orion,39.66,4.2
P00464,Pulse Classic 0464,Office,Prime,17.76,4.0
P00465,Apex Plus 0465,Sports,Urban,71.06,4.1
P00466,Prime Pro 0466,Electronics,Nexa,12.41,4.4
P00467,Prime Essential 0467,Electronics,Pulse,55.82,4.1
P00468,Core Plus 0468,Books,Vertex,56.09,4.2
P00469,Urban Max 0469,Office,Orion,87.46,3.2
P00470,Nexa Essential 0470,Electronics,Prime,5.95,4.2
P00471,Nova Max 0471,Home & Kitchen,Pulse,96.53,4.0
P00472,Urban Essential 0472,Fashion,Prime,48.12,4.6
P00473,Prime Series 0473,Toys,Urban,17.75,4.1
P00474,Pulse Max 0474,Home & Kitchen,Zenith,5.01,4.9
P00475,Zenith Series 0475,Sports,Prime,24.28,4.4
P00476,Core Series 0476,Accessories,Nexa,41.41,3.7
P00477,Pulse Plus 0477,Office,Prime,8.91,3.4
P00478,Core Classic 0478,Grocery,Pulse,16.27,4.1
P00479,Orion Series 0479,Grocery,Urban,11.23,4.1
P00480,Zenith Plus 0480,Home & Kitchen,Nexa,23.67,3.2
P00481,Urban Pro 0481,Electronics,Nova,13.14,4.1
P00482,Prime Essential 0482,Accessories,Prime,246.8,3.9
P00483,Vertex Essential 0483,Office,Urban,76.15,4.2
P00484,Nova Series 0484,Beauty,Zenith,12.94,5.0
P00485,Vertex Essential 0485,Accessories,Apex,14.75,3.2
P00486,Vertex Max 0486,Toys,Pulse,9.23,4.6
P00487,Prime Series 0487,Books,Urban,30.57,4.4
P00488,Vertex Max 0488,Office,Pulse,172.95,3.8
P00489,Nexa Pro 0489,Accessories,Zenith,102.82,4.1
P00490,Urban Plus 0490,Office,Apex,41.83,4.6
P00491,Pulse Pro 0491,Beauty,Urban,26.86,4.2
P00492,Pulse Max 0492,Electronics,Core,57.49,3.0
P00493,Nova Essential 0493,Sports,Zenith,45.02,4.3
P00494,Prime Pro 0494,Books,Core,51.68,4.5
P00495,Pulse Max 0495,Books,Vertex,41.8,3.9
P00496,Pulse Essential 0496,Electronics,Vertex,52.23,4.6
P00497,Pulse Classic 0497,Toys,Pulse,9.75,4.6
P00498,Vertex Pro 0498,Grocery,Orion,31.41,4.8
P00499,Apex Classic 0499,Sports,Nexa,43.19,4.7
P00500,Zenith Essential 0500,Home & Kitchen,Urban,23.66,5.0
P00501,Orion Essential 0501,Home & Kitchen,Apex,11.39,4.7
P00502,Urban Series 0502,Sports,Orion,35.16,4.2
P00503,Zenith Max 0503,Toys,Pulse,1463.31,4.5
P00504,Pulse Series 0504,Toys,Vertex,16.69,4.2
P00505,Core Classic 0505,Beauty,Zenith,30.79,4.0
P00506,Nexa Plus 0506,Fashion,Zenith,108.92,3.5
P00507,Nova Max 0507,Accessories,Vertex,172.63,4.0
P00508,Zenith Max 0508,Toys,Nova,20.71,4.6
P00509,Nexa Classic 0509,Home & Kitchen,Prime,83.39,3.7
P00510,Core Series 0510,Electronics,Urban,71.34,4.3
P00511,Pulse Pro 0511,Home & Kitchen,Prime,22.19,3.9
P00512,Nova Classic 0512,Fashion,Apex,61.42,4.1
P00513,Nova Max 0513,Sports,Nova,29.95,4.1
P00514,Core Plus 0514,Fashion,Apex,19.91,4.2
P00515,Nexa Essential 0515,Office,Urban,164.43,5.0
P00516,Apex Series 0516,Accessories,Vertex,62.79,3.8
P00517,Zenith Max 0517,Office,Orion,7.7,4.1
P00518,Urban Max 0518,Beauty,Nexa,31.2,4.0
P00519,Core Series 0519,Toys,Core,21.93,3.3
P00520,Orion Max 0520,Beauty,Orion,28.96,4.6
P00521,Zenith Essential 0521,Fashion,Core,55.68,3.7
P00522,Prime Plus 0522,Office,Urban,45.58,4.9
P00523,Vertex Max 0523,Electronics,Pulse,127.23,3.7
P00524,Orion Max 0524,Accessories,Apex,105.11,4.3
P00525,Vertex Classic 0525,Electronics,Nexa,11.74,5.0
P00526,Vertex Classic 0526,Electronics,Core,32.04,4.4
P00527,Orion Classic 0527,Electronics,Nexa,6.07,3.8
P00528,Pulse Pro 0528,Sports,Vertex,14.27,3.6
P00529,Apex Series 0529,Toys,Nova,5.31,2.9
P00530,Zenith Max 0530,Toys,Nexa,8.53,3.9
P00531,Orion Max 0531,Office,Nexa,123.4,3.4
P00532,Prime Classic 0532,Electronics,Pulse,68.91,4.1
P00533,Vertex Plus 0533,Books,Apex,60.99,3.9
P00534,Urban Series 0534,Accessories,Apex,100.8,4.2
P00535,Pulse Pro 0535,Books,Core,60.75,3.5
P00536,Prime Pro 0536,Beauty,Orion,32.43,3.8
P00537,Prime Classic 0537,Office,Nova,20.59,4.4
P00538,Pulse Essential 0538,Accessories,Nexa,161.0,4.3
P00539,Zenith Max 0539,Fashion,Apex,113.42,3.1
P00540,Apex Pro 0540,Office,Zenith,28.73,4.6
P00541,Vertex Classic 0541,Beauty,Pulse,69.6,3.5
P00542,Nova Essential 0542,Beauty,Apex,3.0,3.3
P00543,Orion Plus 0543,Beauty,Prime,72.83,4.0
P00544,Orion Series 0544,Books,Orion,22.3,5.0
P00545,Prime Pro 0545,Toys,Zenith,402.05,3.9
P00546,Nexa Essential 0546,Accessories,Vertex,98.58,4.2
P00547,Urban Plus 0547,Fashion,Nexa,5.93,4.5
P00548,Zenith Essential 0548,Grocery,Vertex,18.45,3.6
P00549,Core Pro 0549,Grocery,Core,36.96,4.3
P00550,Urban Classic 0550,Electronics,Urban,33.69,3.7
P00551,Vertex Max 0551,Sports,Nexa,32.35,4.4
P00552,Apex Plus 0552,Office,Vertex,84.91,4.3
P00553,Orion Essential 0553,Sports,Vertex,21.51,4.3
P00554,Nexa Plus 0554,Grocery,Core,32.79,4.2
P00555,Prime Series 0555,Grocery,Nova,138.22,5.0
P00556,Nexa Classic 0556,Home & Kitchen,Urban,140.24,4.2
P00557,Urban Series 0557,Fashion,Prime,84.38,4.4
P00558,Nova Max 0558,Home & Kitchen,Zenith,25.55,4.3
P00559,Pulse Essential 0559,Electronics,Nexa,18.52,3.5
P00560,Urban Classic 0560,Home & Kitchen,Apex,33.72,3.7
P00561,Core Essential 0561,Office,Vertex,35.91,3.5
P00562,Nexa Essential 0562,Books,Urban,33.9,3.7
P00563,Nexa Essential 0563,Electronics,Zenith,57.74,3.8
P00564,Prime Series 0564,Books,Orion,48.42,4.0
P00565,Urban Pro 0565,Electronics,Zenith,46.64,4.0
P00566,Orion Pro 0566,Home & Kitchen,Pulse,23.0,4.4
P00567,Apex Series 0567,Grocery,Nexa,11.9,4.8
P00568,Pulse Classic 0568,Books,Core,65.4,4.7
P00569,Pulse Series 0569,Accessories,Apex,36.96,4.3
P00570,Urban Pro 0570,Electronics,Apex,50.57,3.6
P00571,Orion Plus 0571,Sports,Vertex,51.85,4.7
P00572,Prime Essential 0572,Toys,Prime,5.65,3.8
P00573,Vertex Max 0573,Accessories,Zenith,164.8,4.3
P00574,Zenith Essential 0574,Accessories,Apex,21.05,4.3
P00575,Vertex Max 0575,Beauty,Zenith,120.53,3.5
P00576,Orion Plus 0576,Beauty,Urban,51.29,3.8
P00577,Nexa Pro 0577,Beauty,Nexa,13.26,4.4
P00578,Urban Plus 0578,Fashion,Nexa,18.51,4.0
P00579,Orion Series 0579,Grocery,Nexa,18.82,5.0
P00580,Zenith Plus 0580,Sports,Apex,19.82,3.9
P00581,Vertex Pro 0581,Toys,Core,7.12,3.5
P00582,Nexa Max 0582,Office,Nexa,17.06,4.1
P00583,Vertex Pro 0583,Books,Nova,83.6,3.9
P00584,Zenith Max 0584,Accessories,Urban,91.66,3.2
P00585,Zenith Max 0585,Fashion,Core,19.04,4.6
P00586,Nexa Series 0586,Books,Apex,6.49,4.6
P00587,Orion Essential 0587,Fashion,Apex,61.75,4.6
P00588,Pulse Pro 0588,Home & Kitchen,Orion,13.26,4.3
P00589,Nova Series 0589,Fashion,Pulse,14.22,4.0
P00590,Nexa Essential 0590,Home & Kitchen,Nova,27.13,4.2
P00591,Urban Plus 0591,Home & Kitchen,Core,24.94,4.0
P00592,Orion Max 0592,Office,Nexa,17.19,3.8
P00593,Prime Max 0593,Toys,Vertex,18.65,4.9
P00594,Nova Max 0594,Office,Pulse,22.28,4.8
P00595,Nova Series 0595,Fashion,Apex,18.41,4.5
P00596,Prime Classic 0596,Grocery,Nova,19.48,3.9
P00597,Nova Series 0597,Home & Kitchen,Nexa,26.58,4.4
P00598,Nexa Plus 0598,Toys,Pulse,48.1,4.0
P00599,Zenith Max 0599,Fashion,Apex,43.79,3.9
P00600,Nexa Plus 0600,Accessories,Vertex,21.49,4.1
P00601,Orion Plus 0601,Toys,Pulse,26.32,4.3
P00602,Nova Plus 0602,Accessories,Nexa,117.36,3.9
P00603,Nexa Classic 0603,Home & Kitchen,Zenith,85.06,4.0
P00604,Prime Series 0604,Books,Vertex,57.33,4.8
P00605,Zenith Max 0605,Sports,Zenith,7.11,3.2
P00606,Vertex Classic 0606,Home & Kitchen,Orion,38.54,4.7
P00607,Core Classic 0607,Beauty,Prime,19.06,4.0
P00608,Pulse Series 0608,Beauty,Core,14.8,3.8
P00609,Orion Series 0609,Grocery,Prime,25.32,3.9
P00610,Zenith Pro 0610,Toys,Nova,89.81,4.1
P00611,Apex Essential 0611,Sports,Apex,77.85,4.6
P00612,Nova Classic 0612,Accessories,Pulse,20.04,4.2
P00613,Orion Max 0613,Electronics,Orion,37.77,3.8
P00614,Prime Classic 0614,Beauty,Pulse,23.95,4.5
P00615,Nexa Plus 0615,Sports,Zenith,28.2,4.0
P00616,Vertex Essential 0616,Grocery,Urban,85.9,4.4
P00617,Nexa Classic 0617,Fashion,Pulse,33.07,4.2
P00618,Apex Classic 0618,Sports,Vertex,7.2,3.5
P00619,Orion Series 0619,Fashion,Apex,39.65,4.4
P00620,Prime Essential 0620,Toys,Pulse,179.48,3.2
P00621,Nova Classic 0621,Office,Apex,18.64,4.0
P00622,Core Plus 0622,Fashion,Apex,141.04,3.5
P00623,Vertex Plus 0623,Toys,Orion,61.01,3.0
P00624,Zenith Classic 0624,Home & Kitchen,Zenith,100.89,4.2
P00625,Urban Series 0625,Toys,Nexa,76.96,4.6
P00626,Nova Plus 0626,Accessories,Zenith,41.07,4.1
P00627,Apex Series 0627,Sports,Orion,20.15,4.8
P00628,Nexa Plus 0628,Books,Core,41.0,4.1
P00629,Urban Essential 0629,Office,Vertex,43.17,4.2
P00630,Urban Max 0630,Fashion,Core,83.91,3.6
P00631,Apex Classic 0631,Office,Urban,4.62,4.4
P00632,Nova Max 0632,Sports,Nexa,9.66,4.4
P00633,Orion Pro 0633,Sports,Core,43.29,3.9
P00634,Core Classic 0634,Fashion,Apex,47.22,3.4
P00635,Nexa Classic 0635,Grocery,Apex,16.04,3.3
P00636,Vertex Plus 0636,Books,Prime,48.27,4.7
P00637,Apex Plus 0637,Fashion,Prime,64.45,3.5
P00638,Core Series 0638,Electronics,Nova,29.37,4.9
P00639,Prime Series 0639,Office,Apex,126.72,3.7
P00640,Zenith Classic 0640,Electronics,Prime,149.93,3.9
P00641,Vertex Essential 0641,Office,Urban,39.05,5.0
P00642,Orion Classic 0642,Home & Kitchen,Nexa,74.6,3.8
P00643,Core Pro 0643,Office,Core,7.6,3.6
P00644,Orion Max 0644,Sports,Orion,91.96,3.9
P00645,Urban Pro 0645,Toys,Prime,130.94,3.3
P00646,Zenith Max 0646,Electronics,Zenith,14.03,3.9
P00647,Urban Essential 0647,Electronics,Nexa,60.97,4.1
P00648,Nova Max 0648,Beauty,Nexa,6.48,4.6
P00649,Prime Max 0649,Office,Nova,17.24,4.4
P00650,Vertex Max 0650,Books,Urban,21.91,4.2
P00651,Urban Plus 0651,Accessories,Pulse,9.28,5.0
P00652,Nexa Max 0652,Electronics,Nova,28.25,4.4
P00653,Core Classic 0653,Office,Prime,26.62,4.9
P00654,Nexa Max 0654,Sports,Zenith,60.97,4.6
P00655,Apex Classic 0655,Accessories,Pulse,8.96,4.9
P00656,Pulse Series 0656,Grocery,Apex,61.34,4.7
P00657,Zenith Max 0657,Toys,Urban,17.2,4.6
P00658,Pulse Series 0658,Office,Prime,11.07,4.4
P00659,Zenith Pro 0659,Home & Kitchen,Nexa,29.33,4.9
P00660,Prime Classic 0660,Accessories,Core,68.91,3.8
P00661,Prime Max 0661,Grocery,Zenith,22.64,3.7
P00662,Pulse Pro 0662,Office,Nova,55.58,3.2
P00663,Nexa Classic 0663,Office,Prime,44.99,4.4
P00664,Urban Series 0664,Accessories,Nexa,587.89,4.7
P00665,Vertex Max 0665,Accessories,Zenith,26.42,3.5
P00666,Pulse Essential 0666,Accessories,Urban,30.13,3.7
P00667,Prime Classic 0667,Fashion,Orion,94.87,4.9
P00668,Orion Essential 0668,Toys,Nexa,33.41,4.5
P00669,Core Max 0669,Electronics,Vertex,43.87,4.5
P00670,Urban Essential 0670,Accessories,Core,7.2,4.3
P00671,Orion Classic 0671,Accessories,Urban,31.36,4.0
P00672,Apex Essential 0672,Fashion,Prime,18.56,3.2
P00673,Nexa Pro 0673,Sports,Zenith,22.73,4.4
P00674,Urban Plus 0674,Grocery,Vertex,44.09,5.0
P00675,Apex Plus 0675,Books,Zenith,33.31,4.3
P00676,Apex Plus 0676,Office,Apex,70.13,3.5
P00677,Pulse Essential 0677,Office,Pulse,82.59,4.0
P00678,Prime Pro 0678,Accessories,Pulse,29.84,4.6
P00679,Core Max 0679,Fashion,Apex,45.83,4.7
P00680,Nova Plus 0680,Toys,Zenith,5.61,5.0
P00681,Apex Pro 0681,Books,Orion,46.45,4.7
P00682,Prime Series 0682,Sports,Pulse,90.29,3.0
P00683,Pulse Essential 0683,Beauty,Nexa,15.43,4.2
P00684,Urban Classic 0684,Sports,Apex,69.08,3.3
P00685,Orion Essential 0685,Beauty,Zenith,23.3,4.4
P00686,Nova Max 0686,Fashion,Nova,20.83,4.5
P00687,Pulse Classic 0687,Toys,Pulse,126.11,3.6
P00688,Apex Classic 0688,Books,Prime,33.98,3.9
P00689,Pulse Plus 0689,Beauty,Nova,76.36,3.7
P00690,Zenith Max 0690,Accessories,Orion,6.04,4.6
P00691,Core Pro 0691,Electronics,Pulse,20.22,4.1
P00692,Prime Classic 0692,Electronics,Prime,66.41,3.7
P00693,Pulse Max 0693,Accessories,Nova,39.15,4.5
P00694,Pulse Pro 0694,Toys,Prime,29.66,4.4
P00695,Orion Essential 0695,Home & Kitchen,Apex,60.28,4.6
P00696,Core Series 0696,Office,Pulse,16.56,3.3
P00697,Core Max 0697,Sports,Nexa,104.68,3.8
P00698,Zenith Pro 0698,Beauty,Nexa,28.91,4.5
P00699,Zenith Plus 0699,Electronics,Vertex,16.8,3.2
P00700,Nexa Essential 0700,Accessories,Pulse,17.82,3.2
P00701,Pulse Series 0701,Books,Apex,32.52,3.7
P00702,Apex Series 0702,Books,Prime,23.84,4.5
P00703,Urban Pro 0703,Beauty,Apex,56.2,4.1
P00704,Nova Classic 0704,Home & Kitchen,Urban,33.57,4.4
P00705,Apex Classic 0705,Grocery,Orion,25.41,3.6
P00706,Urban Series 0706,Grocery,Nova,48.11,3.6
P00707,Nexa Essential 0707,Fashion,Orion,21.73,4.9
P00708,Vertex Classic 0708,Toys,Apex,54.46,4.3
P00709,Nexa Classic 0709,Toys,Nexa,46.95,3.5
P00710,Nova Classic 0710,Sports,Zenith,45.24,3.0
P00711,Nexa Pro 0711,Sports,Orion,25.36,3.3
P00712,Pulse Classic 0712,Grocery,Zenith,19.86,3.5
P00713,Nova Essential 0713,Beauty,Core,72.47,3.4
P00714,Nexa Pro 0714,Electronics,Apex,60.82,4.1
P00715,Nova Plus 0715,Electronics,Nova,14.13,4.5
P00716,Vertex Pro 0716,Accessories,Nexa,23.71,4.1
P00717,Core Max 0717,Beauty,Apex,116.87,3.8
P00718,Urban Classic 0718,Electronics,Vertex,84.86,4.3
P00719,Core Plus 0719,Home & Kitchen,Orion,12.21,3.9
P00720,Zenith Classic 0720,Office,Apex,35.38,3.2
P00721,Nova Max 0721,Toys,Nova,51.03,4.2
P00722,Nova Plus 0722,Home & Kitchen,Urban,85.59,4.3
P00723,Zenith Pro 0723,Electronics,Vertex,39.24,4.8
P00724,Zenith Essential 0724,Office,Pulse,54.1,4.6
P00725,Nexa Plus 0725,Accessories,Apex,80.93,3.8
P00726,Zenith Plus 0726,Sports,Zenith,91.33,4.0
P00727,Urban Essential 0727,Beauty,Urban,29.74,4.1
P00728,Urban Classic 0728,Beauty,Pulse,36.46,4.2
P00729,Prime Plus 0729,Electronics,Apex,17.69,4.9
P00730,Prime Pro 0730,Fashion,Vertex,27.37,4.1
P00731,Apex Essential 0731,Electronics,Nexa,24.26,3.8
P00732,Prime Plus 0732,Sports,Orion,29.54,4.8
P00733,Zenith Series 0733,Sports,Vertex,32.15,4.8
P00734,Prime Essential 0734,Accessories,Pulse,72.78,4.6
P00735,Core Plus 0735,Grocery,Prime,47.93,3.2
P00736,Prime Essential 0736,Sports,Core,11.06,4.1
P00737,Nova Plus 0737,Sports,Urban,57.44,4.0
P00738,Zenith Essential 0738,Toys,Zenith,21.36,4.3
P00739,Orion Pro 0739,Home & Kitchen,Vertex,13.13,3.6
P00740,Zenith Plus 0740,Toys,Vertex,12.52,4.6
P00741,Apex Max 0741,Electronics,Core,40.78,4.3
P00742,Urban Essential 0742,Sports,Nexa,90.94,4.6
P00743,Vertex Pro 0743,Books,Urban,28.95,3.7
P00744,Core Classic 0744,Office,Nova,81.36,4.2
P00745,Vertex Max 0745,Electronics,Zenith,37.81,4.5
P00746,Nexa Classic 0746,Accessories,Pulse,5.03,2.7
P00747,Zenith Essential 0747,Accessories,Prime,60.72,4.5
P00748,Apex Essential 0748,Electronics,Urban,21.49,3.9
P00749,Orion Max 0749,Beauty,Vertex,16.88,4.1
P00750,Nexa Max 0750,Grocery,Urban,61.04,4.8
P00751,Urban Max 0751,Home & Kitchen,Urban,39.48,4.7
P00752,Nova Max 0752,Grocery,Apex,32.94,3.8
P00753,Vertex Essential 0753,Office,Core,38.19,3.2
P00754,Apex Classic 0754,Accessories,Apex,16.33,4.1
P00755,Core Series 0755,Accessories,Pulse,172.14,4.7
P00756,Urban Pro 0756,Electronics,Nexa,40.88,4.8
P00757,Nexa Series 0757,Accessories,Urban,40.37,2.9
P00758,Prime Plus 0758,Beauty,Nova,32.36,4.4
P00759,Core Max 0759,Grocery,Prime,8.17,4.4
P00760,Pulse Essential 0760,Accessories,Orion,19.07,4.5
P00761,Nexa Pro 0761,Fashion,Apex,11.63,4.1
P00762,Prime Plus 0762,Books,Pulse,10.67,3.1
P00763,Nexa Pro 0763,Fashion,Pulse,8.74,3.8
P00764,Vertex Classic 0764,Electronics,Urban,19.76,3.6
P00765,Zenith Classic 0765,Office,Nexa,35.65,3.5
P00766,Pulse Essential 0766,Books,Vertex,9.73,4.5
P00767,Nova Max 0767,Sports,Nova,65.71,4.0
P00768,Core Plus 0768,Fashion,Urban,45.74,4.3
P00769,Prime Essential 0769,Beauty,Orion,28.41,4.7
P00770,Nova Max 0770,Home & Kitchen,Apex,244.99,3.2
P00771,Apex Classic 0771,Office,Zenith,28.19,5.0
P00772,Apex Series 0772,Office,Nexa,71.79,5.0
P00773,Zenith Plus 0773,Beauty,Orion,42.26,3.1
P00774,Vertex Classic 0774,Beauty,Orion,127.77,4.5
P00775,Nexa Plus 0775,Fashion,Urban,92.9,5.0
P00776,Nova Pro 0776,Books,Zenith,26.72,3.3
P00777,Nexa Classic 0777,Electronics,Urban,27.61,3.5
P00778,Urban Plus 0778,Accessories,Zenith,10.47,4.5
P00779,Urban Max 0779,Office,Pulse,38.85,4.4
P00780,Urban Pro 0780,Fashion,Nova,63.09,4.2
P00781,Nexa Plus 0781,Fashion,Nexa,33.1,4.0
P00782,Zenith Pro 0782,Fashion,Pulse,123.46,4.2
P00783,Core Classic 0783,Toys,Nexa,39.88,2.7
P00784,Orion Series 0784,Grocery,Apex,107.56,3.4
P00785,Orion Series 0785,Home & Kitchen,Vertex,30.22,4.0
P00786,Apex Series 0786,Electronics,Nova,12.33,2.9
P00787,Pulse Plus 0787,Sports,Nexa,19.94,4.0
P00788,Vertex Series 0788,Grocery,Vertex,34.0,4.1
P00789,Orion Plus 0789,Fashion,Vertex,17.83,3.7
P00790,Vertex Max 0790,Books,Vertex,7.89,3.7
P00791,Core Plus 0791,Fashion,Urban,5.77,3.5
P00792,Nova Series 0792,Books,Vertex,87.17,3.8
P00793,Prime Series 0793,Beauty,Urban,49.51,4.3
P00794,Nova Classic 0794,Toys,Pulse,44.86,4.3
P00795,Pulse Essential 0795,Office,Zenith,40.73,4.7
P00796,Nova Series 0796,Electronics,Core,21.38,4.0
P00797,Prime Max 0797,Electronics,Urban,71.54,4.4
P00798,Nexa Series 0798,Sports,Urban,7.32,3.3
P00799,Pulse Max 0799,Accessories,Urban,5.36,4.2
P00800,Nexa Essential 0800,Sports,Nova,29.19,4.0
P00801,Urban Classic 0801,Beauty,Orion,39.33,4.4
P00802,Nova Series 0802,Grocery,Orion,15.79,3.9
P00803,Pulse Series 0803,Sports,Nova,8.34,3.9
P00804,Urban Plus 0804,Electronics,Nova,59.56,3.6
P00805,Zenith Classic 0805,Toys,Orion,24.17,4.7
P00806,Orion Max 0806,Beauty,Orion,65.37,3.8
P00807,Prime Series 0807,Office,Vertex,113.35,5.0
P00808,Nova Essential 0808,Sports,Prime,8.27,3.4
P00809,Pulse Plus 0809,Books,Nexa,42.41,4.7
P00810,Vertex Max 0810,Toys,Orion,43.82,2.9
P00811,Nova Pro 0811,Home & Kitchen,Nova,68.4,4.0
P00812,Nova Plus 0812,Electronics,Prime,21.66,3.8
P00813,Orion Pro 0813,Fashion,Nova,36.8,4.3
P00814,Urban Classic 0814,Office,Prime,67.74,4.5
P00815,Apex Series 0815,Electronics,Urban,51.9,5.0
P00816,Vertex Pro 0816,Beauty,Apex,142.37,3.8
P00817,Pulse Plus 0817,Books,Prime,16.02,3.7
P00818,Nova Plus 0818,Sports,Zenith,42.17,4.6
P00819,Pulse Series 0819,Beauty,Pulse,32.38,4.0
P00820,Core Pro 0820,Toys,Zenith,29.06,3.8
P00821,Nova Pro 0821,Books,Urban,59.42,3.9
P00822,Zenith Essential 0822,Fashion,Core,38.84,3.7
P00823,Apex Classic 0823,Accessories,Core,13.41,3.2
P00824,Nexa Max 0824,Sports,Zenith,82.5,5.0
P00825,Prime Classic 0825,Office,Core,59.54,4.4
P00826,Vertex Series 0826,Electronics,Prime,131.97,3.2
P00827,Core Series 0827,Books,Zenith,67.34,4.9
P00828,Core Classic 0828,Sports,Nova,28.88,4.2
P00829,Prime Essential 0829,Office,Urban,29.08,4.0
P00830,Core Pro 0830,Grocery,Core,88.91,4.4
P00831,Urban Pro 0831,Beauty,Nova,17.55,3.9
P00832,Apex Classic 0832,Electronics,Nexa,15.5,3.4
P00833,Vertex Classic 0833,Home & Kitchen,Urban,42.68,3.8
P00834,Apex Pro 0834,Grocery,Urban,9.12,4.1
P00835,Nova Series 0835,Office,Orion,47.9,3.6
P00836,Nexa Classic 0836,Grocery,Zenith,53.41,4.4
P00837,Apex Series 0837,Sports,Urban,28.04,4.8
P00838,Nexa Max 0838,Books,Vertex,124.29,3.9
P00839,Nova Max 0839,Home & Kitchen,Prime,96.59,2.8
P00840,Nova Plus 0840,Accessories,Apex,17.37,4.0
P00841,Zenith Max 0841,Books,Nexa,63.15,3.6
P00842,Apex Essential 0842,Accessories,Urban,84.9,4.0
P00843,Nexa Max 0843,Office,Apex,37.71,4.0
P00844,Pulse Plus 0844,Fashion,Pulse,23.73,3.6
P00845,Nexa Essential 0845,Books,Orion,12.9,3.3
P00846,Vertex Essential 0846,Office,Vertex,21.18,4.1
P00847,Apex Max 0847,Sports,Core,13.16,3.7
P00848,Nexa Max 0848,Accessories,Pulse,79.56,5.0
P00849,Orion Essential 0849,Office,Prime,27.82,4.2
P00850,Zenith Pro 0850,Electronics,Vertex,55.97,3.7
P00851,Orion Essential 0851,Accessories,Nexa,108.81,3.8
P00852,Core Essential 0852,Sports,Apex,42.36,4.0
P00853,Vertex Series 0853,Electronics,Orion,100.96,4.2
P00854,Zenith Essential 0854,Office,Urban,25.53,4.4
P00855,Vertex Pro 0855,Grocery,Nexa,49.56,4.7
P00856,Prime Plus 0856,Toys,Pulse,42.11,4.1
P00857,Apex Essential 0857,Books,Zenith,18.62,4.4
P00858,Urban Essential 0858,Home & Kitchen,Nexa,26.49,4.3
P00859,Pulse Max 0859,Sports,Apex,125.09,4.2
P00860,Nova Classic 0860,Fashion,Apex,25.66,4.0
P00861,Orion Plus 0861,Home & Kitchen,Nexa,7.84,4.2
P00862,Vertex Essential 0862,Office,Apex,25.63,3.7
P00863,Pulse Pro 0863,Electronics,Nexa,17.77,3.5
P00864,Orion Essential 0864,Accessories,Nova,52.76,4.9
P00865,Orion Classic 0865,Home & Kitchen,Core,60.87,4.2
P00866,Vertex Essential 0866,Electronics,Core,48.31,4.3
P00867,Core Classic 0867,Toys,Pulse,24.21,4.0
P00868,Pulse Essential 0868,Accessories,Prime,36.91,4.4
P00869,Pulse Classic 0869,Books,Pulse,26.35,4.0
P00870,Urban Essential 0870,Grocery,Apex,9.52,3.3
P00871,Nova Essential 0871,Toys,Urban,31.64,3.8
P00872,Zenith Plus 0872,Accessories,Nexa,375.53,4.4
P00873,Urban Pro 0873,Toys,Vertex,13.86,3.8
P00874,Nova Max 0874,Books,Zenith,6.59,3.1
P00875,Nova Plus 0875,Electronics,Pulse,126.08,3.9
P00876,Core Series 0876,Accessories,Zenith,52.41,3.1
P00877,Zenith Essential 0877,Office,Orion,45.76,3.9
P00878,Urban Series 0878,Sports,Zenith,25.35,4.8
P00879,Nova Classic 0879,Home & Kitchen,Vertex,42.9,3.4
P00880,Nova Plus 0880,Grocery,Core,36.67,4.5
P00881,Zenith Max 0881,Beauty,Nova,113.87,5.0
P00882,Urban Classic 0882,Fashion,Apex,79.89,4.8
P00883,Zenith Pro 0883,Electronics,Pulse,60.18,4.0
P00884,Core Series 0884,Sports,Core,18.93,3.6
P00885,Core Essential 0885,Fashion,Orion,43.01,4.2
P00886,Pulse Max 0886,Beauty,Apex,20.12,4.2
P00887,Pulse Max 0887,Accessories,Urban,105.74,4.6
P00888,Core Classic 0888,Toys,Core,18.39,4.1
P00889,Urban Plus 0889,Sports,Apex,31.01,4.3
P00890,Nova Max 0890,Grocery,Core,13.16,3.6
P00891,Nexa Plus 0891,Books,Prime,22.35,4.5
P00892,Core Pro 0892,Office,Urban,22.13,3.4
P00893,Urban Essential 0893,Home & Kitchen,Prime,30.51,3.8
P00894,Nova Classic 0894,Toys,Vertex,15.58,4.4
P00895,Urban Classic 0895,Electronics,Urban,104.52,4.8
P00896,Vertex Classic 0896,Fashion,Vertex,29.58,4.5
P00897,Prime Series 0897,Electronics,Vertex,21.65,4.1
P00898,Nexa Plus 0898,Electronics,Orion,69.97,4.1
P00899,Orion Max 0899,Sports,Apex,245.06,3.6
