order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_amount
OI00022061,O0012571,P01777,1,27.98,0.0,27.98
OI00022062,O0012572,P00558,1,25.55,0.0,25.55
OI00022063,O0012573,P01979,1,28.05,0.05,26.65
OI00022064,O0012574,P01431,2,76.38,0.15,129.85
OI00022065,O0012575,P01018,3,58.0,0.0,174.0
OI00022066,O0012575,P00369,1,20.21,0.05,19.2
OI00022067,O0012575,P00158,1,31.54,0.0,31.54
OI00022068,O0012576,P01978,1,11.98,0.05,11.38
OI00022069,O0012577,P00228,1,21.4,0.0,21.4
OI00022070,O0012577,P01215,1,22.12,0.0,22.12
OI00022071,O0012577,P00324,2,39.8,0.0,79.6
OI00022072,O0012578,P01171,3,49.36,0.0,148.08
OI00022073,O0012578,P01246,3,70.84,0.0,212.52
OI00022074,O0012578,P00516,5,62.79,0.0,313.95
OI00022075,O0012579,P00697,1,104.68,0.0,104.68
OI00022076,O0012579,P00509,1,83.39,0.0,83.39
OI00022077,O0012579,P00153,1,44.43,0.0,44.43
OI00022078,O0012580,P01825,1,192.83,0.0,192.83
OI00022079,O0012581,P01681,1,89.1,0.2,71.28
OI00022080,O0012582,P00865,1,60.87,0.0,60.87
OI00022081,O0012583,P01134,4,174.9,0.1,629.64
OI00022082,O0012583,P01368,1,35.5,0.05,33.72
OI00022083,O0012584,P00720,1,35.38,0.05,33.61
OI00022084,O0012584,P00623,1,61.01,0.05,57.96
OI00022085,O0012584,P00138,1,37.56,0.0,37.56
OI00022086,O0012585,P00408,3,159.38,0.0,478.14
OI00022087,O0012585,P00013,1,10.36,0.1,9.32
OI00022088,O0012586,P00567,5,11.9,0.05,56.52
OI00022089,O0012587,P01647,3,31.42,0.0,94.26
OI00022090,O0012588,P00199,1,13.37,0.0,13.37
OI00022091,O0012588,P00134,3,75.96,0.0,227.88
OI00022092,O0012588,P00609,1,25.32,0.0,25.32
OI00022093,O0012588,P01671,1,21.02,0.0,21.02
OI00022094,O0012589,P01271,4,3.04,0.0,12.16
OI00022095,O0012590,P00637,2,64.45,0.0,128.9
OI00022096,O0012590,P01594,2,64.29,0.2,102.86
OI00022097,O0012590,P01240,3,24.24,0.0,72.72
OI00022098,O0012591,P01574,1,99.5,0.05,94.52
OI00022099,O0012592,P01844,2,5.92,0.1,10.66
OI00022100,O0012593,P00416,1,3.87,0.1,3.48
OI00022101,O0012594,P01548,2,25.02,0.0,50.04
OI00022102,O0012595,P00861,1,7.84,0.0,7.84
OI00022103,O0012596,P01842,2,22.7,0.0,45.4
OI00022104,O0012596,P01722,1,46.59,0.0,46.59
OI00022105,O0012597,P01889,1,72.34,0.0,72.34
OI00022106,O0012598,P01304,2,41.9,0.0,83.8
OI00022107,O0012599,P01109,2,311.88,0.0,623.76
OI00022108,O0012600,P01997,1,58.96,0.05,56.01
OI00022109,O0012600,P01515,2,15.96,0.1,28.73
OI00022110,O0012601,P01243,1,19.33,0.0,19.33
OI00022111,O0012602,P00436,2,345.99,0.1,622.78
OI00022112,O0012602,P01034,1,16.99,0.1,15.29
OI00022113,O0012603,P01464,1,42.34,0.0,42.34
OI00022114,O0012604,P00658,5,11.07,0.0,55.35
OI00022115,O0012605,P00957,3,101.42,0.0,304.26
OI00022116,O0012605,P00597,1,26.58,0.0,26.58
OI00022117,O0012605,P00698,4,28.91,0.0,115.64
OI00022118,O0012605,P00889,1,31.01,0.0,31.01
OI00022119,O0012606,P01799,1,78.12,0.05,74.21
OI00022120,O0012606,P01279,2,6.23,0.0,12.46
OI00022121,O0012607,P01799,1,78.12,0.0,78.12
OI00022122,O0012607,P00192,1,151.02,0.0,151.02
OI00022123,O0012607,P01174,2,45.07,0.0,90.14
OI00022124,O0012608,P00977,1,32.01,0.0,32.01
OI00022125,O0012608,P01630,1,52.6,0.1,47.34
OI00022126,O0012608,P00623,3,61.01,0.0,183.03
OI00022127,O0012608,P01980,2,35.7,0.05,67.83
OI00022128,O0012609,P01578,2,96.55,0.0,193.1
OI00022129,O0012610,P00836,1,53.41,0.1,48.07
OI00022130,O0012611,P00468,3,56.09,0.0,168.27
OI00022131,O0012612,P01228,4,104.43,0.1,375.95
OI00022132,O0012612,P00870,2,9.52,0.0,19.04
OI00022133,O0012612,P01530,1,15.46,0.05,14.69
OI00022134,O0012613,P00979,5,69.53,0.1,312.88
OI00022135,O0012613,P01022,3,41.54,0.0,124.62
OI00022136,O0012613,P01074,4,47.5,0.0,190.0
OI00022137,O0012614,P00122,1,9.48,0.0,9.48
OI00022138,O0012614,P01308,1,97.12,0.05,92.26
OI00022139,O0012614,P00466,2,12.41,0.15,21.1
OI00022140,O0012615,P01113,2,73.65,0.0,147.3
OI00022141,O0012615,P01563,1,41.41,0.0,41.41
OI00022142,O0012616,P01248,3,125.21,0.0,375.63
OI00022143,O0012617,P00766,1,9.73,0.15,8.27
OI00022144,O0012617,P01195,1,117.45,0.15,99.83
OI00022145,O0012618,P00028,1,38.17,0.0,38.17
OI00022146,O0012618,P01831,4,49.88,0.0,199.52
OI00022147,O0012618,P01878,4,15.8,0.0,63.2
OI00022148,O0012618,P00003,1,171.12,0.0,171.12
OI00022149,O0012619,P00216,1,9.88,0.05,9.39
OI00022150,O0012619,P01666,1,35.74,0.0,35.74
OI00022151,O0012619,P01185,1,54.93,0.0,54.93
OI00022152,O0012620,P01761,4,69.24,0.05,263.11
OI00022153,O0012621,P01160,1,16.62,0.1,14.96
OI00022154,O0012622,P01295,2,54.54,0.05,103.63
OI00022155,O0012623,P01704,2,78.18,0.15,132.91
OI00022156,O0012624,P01374,1,26.06,0.15,22.15
OI00022157,O0012625,P00084,1,10.46,0.0,10.46
OI00022158,O0012625,P00624,2,100.89,0.0,201.78
OI00022159,O0012625,P01929,1,14.3,0.0,14.3
OI00022160,O0012626,P00768,1,45.74,0.15,38.88
OI00022161,O0012626,P01086,4,39.48,0.05,150.02
OI00022162,O0012627,P00262,1,42.88,0.05,40.74
OI00022163,O0012628,P01959,2,17.57,0.0,35.14
OI00022164,O0012629,P01583,2,16.75,0.2,26.8
OI00022165,O0012629,P01289,1,62.27,0.0,62.27
OI00022166,O0012630,P01674,1,42.22,0.1,38.0
OI00022167,O0012630,P00413,2,59.18,0.15,100.61
OI00022168,O0012631,P00006,2,133.14,0.0,266.28
OI00022169,O0012631,P00640,1,149.93,0.0,149.93
OI00022170,O0012631,P01076,1,20.96,0.15,17.82
OI00022171,O0012632,P00237,2,479.33,0.0,958.66
OI00022172,O0012632,P01900,1,11.9,0.15,10.12
OI00022173,O0012633,P00367,1,39.64,0.0,39.64
OI00022174,O0012634,P01405,2,28.7,0.1,51.66
OI00022175,O0012635,P01102,1,43.86,0.2,35.09
OI00022176,O0012635,P01751,2,62.44,0.05,118.64
OI00022177,O0012635,P01668,2,22.19,0.0,44.38
OI00022178,O0012635,P01472,5,115.17,0.0,575.85
OI00022179,O0012636,P00660,1,68.91,0.0,68.91
OI00022180,O0012636,P01493,3,18.64,0.0,55.92
OI00022181,O0012637,P00775,3,92.9,0.0,278.7
OI00022182,O0012638,P00740,4,12.52,0.0,50.08
OI00022183,O0012638,P01252,2,65.72,0.0,131.44
OI00022184,O0012638,P00089,4,13.57,0.1,48.85
OI00022185,O0012639,P00520,3,28.96,0.1,78.19
OI00022186,O0012640,P00946,3,23.25,0.0,69.75
OI00022187,O0012640,P01491,1,62.88,0.0,62.88
OI00022188,O0012641,P01028,1,32.67,0.2,26.14
OI00022189,O0012641,P01201,2,84.91,0.0,169.82
OI00022190,O0012642,P00968,4,11.54,0.0,46.16
OI00022191,O0012643,P01513,1,67.03,0.0,67.03
OI00022192,O0012644,P00172,1,34.52,0.05,32.79
OI00022193,O0012644,P01560,1,18.41,0.0,18.41
OI00022194,O0012644,P01636,1,24.42,0.15,20.76
OI00022195,O0012645,P00876,3,52.41,0.0,157.23
OI00022196,O0012645,P00305,1,57.44,0.1,51.7
OI00022197,O0012646,P00277,3,48.11,0.0,144.33
OI00022198,O0012647,P01992,2,25.56,0.0,51.12
OI00022199,O0012647,P00232,1,25.69,0.1,23.12
OI00022200,O0012648,P00320,1,18.27,0.05,17.36
OI00022201,O0012648,P01492,1,34.59,0.05,32.86
OI00022202,O0012649,P01191,1,55.97,0.0,55.97
OI00022203,O0012650,P01531,2,64.2,0.05,121.98
OI00022204,O0012650,P01971,1,35.84,0.0,35.84
OI00022205,O0012650,P01240,1,24.24,0.0,24.24
OI00022206,O0012650,P00720,1,35.38,0.0,35.38
OI00022207,O0012651,P00625,1,76.96,0.2,61.57
OI00022208,O0012651,P01013,1,344.79,0.0,344.79
OI00022209,O0012651,P01100,4,202.57,0.0,810.28
OI00022210,O0012652,P00862,1,25.63,0.0,25.63
OI00022211,O0012652,P00175,3,21.28,0.0,63.84
OI00022212,O0012652,P01523,3,25.59,0.0,76.77
OI00022213,O0012653,P00269,1,174.53,0.0,174.53
OI00022214,O0012653,P01510,2,67.68,0.0,135.36
OI00022215,O0012654,P00498,1,31.41,0.0,31.41
OI00022216,O0012655,P00669,4,43.87,0.0,175.48
OI00022217,O0012655,P01054,3,20.15,0.0,60.45
OI00022218,O0012656,P00341,2,7.83,0.1,14.09
OI00022219,O0012656,P01044,3,70.78,0.0,212.34
OI00022220,O0012656,P01749,1,25.07,0.0,25.07
OI00022221,O0012657,P00732,1,29.54,0.0,29.54
OI00022222,O0012657,P01102,3,43.86,0.0,131.58
OI00022223,O0012658,P01282,1,26.49,0.0,26.49
OI00022224,O0012659,P00315,2,92.3,0.15,156.91
OI00022225,O0012659,P00263,1,30.78,0.05,29.24
OI00022226,O0012660,P00087,4,118.48,0.1,426.53
OI00022227,O0012661,P01399,1,8.91,0.05,8.46
OI00022228,O0012662,P01944,1,20.21,0.0,20.21
OI00022229,O0012662,P01010,1,30.63,0.05,29.1
OI00022230,O0012663,P01773,1,10.37,0.1,9.33
OI00022231,O0012664,P00086,2,31.75,0.0,63.5
OI00022232,O0012664,P01747,4,36.92,0.0,147.68
OI00022233,O0012665,P01689,3,16.85,0.0,50.55
OI00022234,O0012666,P01408,4,38.85,0.05,147.63
OI00022235,O0012666,P01405,1,28.7,0.0,28.7
OI00022236,O0012667,P01672,2,58.62,0.0,117.24
OI00022237,O0012667,P00410,1,16.01,0.0,16.01
OI00022238,O0012667,P01942,1,43.26,0.0,43.26
OI00022239,O0012668,P00881,1,113.87,0.0,113.87
OI00022240,O0012669,P01080,1,146.5,0.0,146.5
OI00022241,O0012669,P01610,1,244.93,0.05,232.68
OI00022242,O0012670,P00915,3,45.74,0.0,137.22
OI00022243,O0012671,P00884,2,18.93,0.0,37.86
OI00022244,O0012672,P00905,5,33.57,0.1,151.06
OI00022245,O0012673,P00391,1,38.92,0.0,38.92
OI00022246,O0012674,P00967,1,49.26,0.0,49.26
OI00022247,O0012674,P00961,4,37.08,0.0,148.32
OI00022248,O0012675,P01103,2,45.26,0.05,85.99
OI00022249,O0012676,P01689,1,16.85,0.05,16.01
OI00022250,O0012676,P01868,2,72.96,0.05,138.62
OI00022251,O0012676,P01265,1,9.74,0.0,9.74
OI00022252,O0012676,P01895,1,16.08,0.05,15.28
OI00022253,O0012677,P01215,4,22.12,0.0,88.48
OI00022254,O0012678,P00599,1,43.79,0.0,43.79
OI00022255,O0012679,P01646,4,63.53,0.1,228.71
OI00022256,O0012679,P01757,2,15.25,0.0,30.5
OI00022257,O0012680,P01150,1,27.2,0.05,25.84
OI00022258,O0012681,P00752,3,32.94,0.0,98.82
OI00022259,O0012682,P01196,2,12.48,0.0,24.96
OI00022260,O0012682,P01808,1,14.78,0.0,14.78
OI00022261,O0012683,P00332,1,15.21,0.1,13.69
OI00022262,O0012683,P01648,1,22.36,0.0,22.36
OI00022263,O0012684,P01500,3,14.21,0.0,42.63
OI00022264,O0012684,P00098,1,41.8,0.05,39.71
OI00022265,O0012685,P00761,1,11.63,0.0,11.63
OI00022266,O0012686,P01219,1,21.95,0.15,18.66
OI00022267,O0012686,P00426,1,7.31,0.0,7.31
OI00022268,O0012687,P00869,1,26.35,0.0,26.35
OI00022269,O0012687,P01617,1,112.19,0.0,112.19
OI00022270,O0012688,P01419,1,55.26,0.0,55.26
OI00022271,O0012688,P00798,2,7.32,0.0,14.64
OI00022272,O0012689,P00928,2,32.6,0.0,65.2
OI00022273,O0012690,P01253,4,26.12,0.0,104.48
OI00022274,O0012690,P01600,2,16.39,0.1,29.5
OI00022275,O0012690,P01475,1,29.96,0.1,26.96
OI00022276,O0012691,P01134,5,174.9,0.0,874.5
OI00022277,O0012691,P00542,4,3.0,0.0,12.0
OI00022278,O0012691,P00776,2,26.72,0.1,48.1
OI00022279,O0012692,P01430,1,22.35,0.0,22.35
OI00022280,O0012693,P01350,1,39.12,0.1,35.21
OI00022281,O0012693,P01315,3,39.68,0.0,119.04
OI00022282,O0012694,P01253,1,26.12,0.05,24.81
OI00022283,O0012694,P01401,1,19.48,0.05,18.51
OI00022284,O0012695,P00943,3,21.73,0.05,61.93
OI00022285,O0012696,P01413,2,22.42,0.1,40.36
OI00022286,O0012696,P01396,1,26.11,0.2,20.89
OI00022287,O0012697,P01699,1,13.11,0.0,13.11
OI00022288,O0012698,P01497,2,74.85,0.0,149.7
OI00022289,O0012698,P00722,1,85.59,0.0,85.59
OI00022290,O0012698,P00159,3,21.86,0.0,65.58
OI00022291,O0012699,P00866,1,48.31,0.0,48.31
OI00022292,O0012699,P01578,1,96.55,0.0,96.55
OI00022293,O0012700,P00510,1,71.34,0.0,71.34
OI00022294,O0012700,P01970,3,30.88,0.05,88.01
OI00022295,O0012701,P00215,2,9.75,0.0,19.5
OI00022296,O0012702,P01763,1,19.22,0.0,19.22
OI00022297,O0012702,P01426,1,77.1,0.0,77.1
OI00022298,O0012703,P01304,5,41.9,0.1,188.55
OI00022299,O0012704,P01955,1,14.13,0.05,13.42
OI00022300,O0012704,P00593,2,18.65,0.1,33.57
OI00022301,O0012705,P00168,2,70.51,0.1,126.92
OI00022302,O0012706,P00139,2,38.26,0.0,76.52
OI00022303,O0012707,P01363,3,21.02,0.0,63.06
OI00022304,O0012707,P01588,1,22.52,0.0,22.52
OI00022305,O0012707,P01552,1,14.8,0.05,14.06
OI00022306,O0012707,P00325,1,133.81,0.0,133.81
OI00022307,O0012708,P00181,2,249.67,0.0,499.34
OI00022308,O0012709,P01761,4,69.24,0.2,221.57
OI00022309,O0012710,P00073,5,18.27,0.05,86.78
OI00022310,O0012710,P01424,4,14.43,0.0,57.72
OI00022311,O0012711,P01390,1,53.1,0.0,53.1
OI00022312,O0012711,P01189,2,44.25,0.05,84.08
OI00022313,O0012712,P01252,1,65.72,0.05,62.43
OI00022314,O0012713,P00130,5,25.44,0.15,108.12
OI00022315,O0012713,P01440,1,11.6,0.0,11.6
OI00022316,O0012714,P00060,4,31.68,0.0,126.72
OI00022317,O0012714,P00854,3,25.53,0.1,68.93
OI00022318,O0012714,P01881,5,35.09,0.1,157.91
OI00022319,O0012715,P01703,3,34.45,0.0,103.35
OI00022320,O0012716,P01839,1,30.65,0.0,30.65
OI00022321,O0012716,P00923,1,156.77,0.0,156.77
OI00022322,O0012717,P01307,5,23.71,0.0,118.55
OI00022323,O0012717,P00721,1,51.03,0.0,51.03
OI00022324,O0012717,P01731,3,30.04,0.0,90.12
OI00022325,O0012718,P00961,3,37.08,0.0,111.24
OI00022326,O0012718,P01228,5,104.43,0.15,443.83
OI00022327,O0012718,P01800,1,4.94,0.0,4.94
OI00022328,O0012719,P01393,1,29.66,0.15,25.21
OI00022329,O0012719,P00747,3,60.72,0.0,182.16
OI00022330,O0012720,P01099,1,13.97,0.0,13.97
OI00022331,O0012721,P01563,1,41.41,0.0,41.41
OI00022332,O0012722,P00492,1,57.49,0.0,57.49
OI00022333,O0012722,P00533,1,60.99,0.1,54.89
OI00022334,O0012723,P01580,1,56.03,0.0,56.03
OI00022335,O0012724,P01456,1,12.07,0.0,12.07
OI00022336,O0012725,P01213,1,14.05,0.0,14.05
OI00022337,O0012726,P00990,2,135.06,0.0,270.12
OI00022338,O0012727,P00810,2,43.82,0.1,78.88
OI00022339,O0012728,P01686,2,66.66,0.15,113.32
OI00022340,O0012728,P01966,5,100.74,0.0,503.7
OI00022341,O0012729,P01039,1,28.65,0.1,25.78
OI00022342,O0012729,P01119,1,33.81,0.05,32.12
OI00022343,O0012730,P00890,1,13.16,0.0,13.16
OI00022344,O0012730,P01633,5,59.1,0.0,295.5
OI00022345,O0012731,P00441,2,71.86,0.05,136.53
OI00022346,O0012731,P01929,1,14.3,0.0,14.3
OI00022347,O0012731,P01597,1,24.48,0.05,23.26
OI00022348,O0012732,P00974,4,29.71,0.05,112.9
OI00022349,O0012733,P01610,1,244.93,0.2,195.94
OI00022350,O0012733,P00383,1,395.91,0.2,316.73
OI00022351,O0012733,P01805,1,40.11,0.0,40.11
OI00022352,O0012734,P01279,2,6.23,0.2,9.97
OI00022353,O0012735,P01072,3,207.88,0.0,623.64
OI00022354,O0012735,P00048,2,7.44,0.0,14.88
OI00022355,O0012736,P01241,1,24.11,0.0,24.11
OI00022356,O0012736,P00623,5,61.01,0.0,305.05
OI00022357,O0012737,P00347,1,47.56,0.0,47.56
OI00022358,O0012738,P01957,3,106.45,0.05,303.38
OI00022359,O0012739,P01282,1,26.49,0.05,25.17
OI00022360,O0012740,P01288,1,35.85,0.0,35.85
OI00022361,O0012741,P00120,1,116.76,0.0,116.76
OI00022362,O0012742,P01002,2,60.94,0.0,121.88
OI00022363,O0012742,P01237,1,44.26,0.05,42.05
OI00022364,O0012742,P00019,1,11.13,0.05,10.57
OI00022365,O0012742,P01208,1,55.69,0.15,47.34
OI00022366,O0012743,P00283,1,120.63,0.0,120.63
OI00022367,O0012744,P01046,1,96.39,0.15,81.93
OI00022368,O0012744,P01178,1,114.16,0.05,108.45
OI00022369,O0012745,P00659,5,29.33,0.1,131.98
OI00022370,O0012746,P01457,2,65.05,0.0,130.1
OI00022371,O0012746,P00734,1,72.78,0.0,72.78
OI00022372,O0012747,P00599,1,43.79,0.0,43.79
OI00022373,O0012748,P01644,1,54.67,0.1,49.2
OI00022374,O0012748,P00195,1,33.67,0.1,30.3
OI00022375,O0012748,P01573,2,24.98,0.0,49.96
OI00022376,O0012749,P00942,1,19.47,0.0,19.47
OI00022377,O0012750,P00830,2,88.91,0.0,177.82
OI00022378,O0012750,P00296,2,116.24,0.0,232.48
OI00022379,O0012751,P00597,1,26.58,0.05,25.25
OI00022380,O0012751,P00406,1,65.09,0.0,65.09
OI00022381,O0012752,P01097,3,64.87,0.05,184.88
OI00022382,O0012753,P01653,4,86.97,0.1,313.09
OI00022383,O0012754,P01763,5,19.22,0.05,91.29
OI00022384,O0012754,P00435,1,36.16,0.0,36.16
OI00022385,O0012755,P01572,4,18.79,0.1,67.64
OI00022386,O0012755,P00431,1,14.45,0.0,14.45
OI00022387,O0012756,P00171,1,17.7,0.05,16.81
OI00022388,O0012756,P00781,1,33.1,0.0,33.1
OI00022389,O0012756,P01957,1,106.45,0.0,106.45
OI00022390,O0012756,P00377,1,13.36,0.0,13.36
OI00022391,O0012757,P00219,3,46.29,0.05,131.93
OI00022392,O0012757,P00058,2,50.64,0.15,86.09
OI00022393,O0012758,P00369,1,20.21,0.1,18.19
OI00022394,O0012758,P00455,1,8.01,0.0,8.01
OI00022395,O0012758,P01242,1,18.31,0.1,16.48
OI00022396,O0012758,P00221,3,15.82,0.05,45.09
OI00022397,O0012759,P00713,4,72.47,0.15,246.4
OI00022398,O0012759,P01551,5,59.46,0.0,297.3
OI00022399,O0012759,P00348,2,40.67,0.0,81.34
OI00022400,O0012760,P01492,1,34.59,0.1,31.13
OI00022401,O0012760,P01921,1,25.23,0.15,21.45
OI00022402,O0012761,P01595,2,53.4,0.0,106.8
OI00022403,O0012761,P00387,4,21.09,0.0,84.36
OI00022404,O0012762,P01236,3,46.34,0.05,132.07
OI00022405,O0012763,P01188,3,49.59,0.2,119.02
OI00022406,O0012763,P00359,2,10.48,0.0,20.96
OI00022407,O0012764,P01138,1,17.1,0.0,17.1
OI00022408,O0012764,P01218,2,19.28,0.05,36.63
OI00022409,O0012765,P01005,1,11.61,0.0,11.61
OI00022410,O0012765,P00648,3,6.48,0.2,15.55
OI00022411,O0012765,P00407,2,25.58,0.0,51.16
OI00022412,O0012766,P01257,2,24.74,0.0,49.48
OI00022413,O0012766,P00144,2,4.63,0.0,9.26
OI00022414,O0012766,P01647,1,31.42,0.05,29.85
OI00022415,O0012767,P01880,1,4.46,0.1,4.01
OI00022416,O0012767,P00719,1,12.21,0.0,12.21
OI00022417,O0012768,P00043,1,36.32,0.1,32.69
OI00022418,O0012768,P00948,1,17.41,0.0,17.41
OI00022419,O0012768,P00778,1,10.47,0.15,8.9
OI00022420,O0012769,P00115,3,28.4,0.1,76.68
OI00022421,O0012769,P00143,5,6.32,0.0,31.6
OI00022422,O0012770,P01221,1,10.36,0.0,10.36
OI00022423,O0012771,P01642,2,119.64,0.2,191.42
OI00022424,O0012771,P00536,1,32.43,0.0,32.43
OI00022425,O0012771,P01533,1,72.83,0.0,72.83
OI00022426,O0012772,P00625,1,76.96,0.0,76.96
OI00022427,O0012773,P01687,2,29.87,0.0,59.74
OI00022428,O0012774,P01299,2,64.09,0.0,128.18
OI00022429,O0012775,P00687,2,126.11,0.0,252.22
OI00022430,O0012776,P00092,1,43.29,0.0,43.29
OI00022431,O0012777,P00618,2,7.2,0.05,13.68
OI00022432,O0012777,P00174,1,27.83,0.0,27.83
OI00022433,O0012778,P00536,1,32.43,0.05,30.81
OI00022434,O0012778,P00234,3,18.03,0.0,54.09
OI00022435,O0012778,P01134,2,174.9,0.05,332.31
OI00022436,O0012779,P01845,2,104.55,0.0,209.1
OI00022437,O0012779,P00987,1,18.57,0.05,17.64
OI00022438,O0012780,P00442,1,24.27,0.0,24.27
OI00022439,O0012780,P00768,3,45.74,0.0,137.22
OI00022440,O0012781,P00399,1,23.1,0.0,23.1
OI00022441,O0012781,P01396,1,26.11,0.1,23.5
OI00022442,O0012781,P00286,1,15.73,0.0,15.73
OI00022443,O0012782,P01198,5,18.92,0.0,94.6
OI00022444,O0012782,P00427,1,77.67,0.05,73.79
OI00022445,O0012783,P01857,1,39.35,0.0,39.35
OI00022446,O0012783,P00984,1,3.0,0.1,2.7
OI00022447,O0012784,P00068,1,41.97,0.0,41.97
OI00022448,O0012785,P01170,2,28.95,0.0,57.9
OI00022449,O0012786,P01626,1,14.43,0.0,14.43
OI00022450,O0012786,P01048,1,47.56,0.05,45.18
OI00022451,O0012786,P01827,1,20.21,0.0,20.21
OI00022452,O0012786,P01321,1,5.5,0.05,5.22
OI00022453,O0012787,P01989,2,16.62,0.05,31.58
OI00022454,O0012787,P00816,1,142.37,0.0,142.37
OI00022455,O0012787,P00949,1,33.18,0.0,33.18
OI00022456,O0012787,P00176,2,127.59,0.0,255.18
OI00022457,O0012788,P01473,3,39.34,0.15,100.32
OI00022458,O0012789,P00381,1,14.56,0.2,11.65
OI00022459,O0012790,P01739,1,23.84,0.1,21.46
OI00022460,O0012791,P00514,2,19.91,0.0,39.82
OI00022461,O0012792,P00087,1,118.48,0.0,118.48
OI00022462,O0012792,P01881,1,35.09,0.05,33.34
OI00022463,O0012793,P00040,4,43.27,0.0,173.08
OI00022464,O0012794,P00922,1,7.79,0.2,6.23
OI00022465,O0012794,P01411,2,34.26,0.1,61.67
OI00022466,O0012795,P00991,1,57.1,0.0,57.1
OI00022467,O0012796,P01922,5,67.09,0.0,335.45
OI00022468,O0012796,P01176,2,27.63,0.0,55.26
OI00022469,O0012797,P01952,1,103.92,0.0,103.92
OI00022470,O0012798,P00677,5,82.59,0.0,412.95
OI00022471,O0012799,P00697,2,104.68,0.0,209.36
OI00022472,O0012799,P00085,1,60.05,0.0,60.05
OI00022473,O0012799,P00634,2,47.22,0.0,94.44
OI00022474,O0012800,P01630,2,52.6,0.0,105.2
OI00022475,O0012800,P01766,1,76.49,0.0,76.49
OI00022476,O0012800,P01613,1,21.55,0.0,21.55
OI00022477,O0012801,P00849,1,27.82,0.0,27.82
OI00022478,O0012802,P00896,2,29.58,0.05,56.2
OI00022479,O0012802,P01816,1,16.92,0.0,16.92
OI00022480,O0012802,P01818,5,20.08,0.15,85.34
OI00022481,O0012803,P01154,1,71.47,0.05,67.9
OI00022482,O0012803,P00676,1,70.13,0.0,70.13
OI00022483,O0012803,P00800,1,29.19,0.2,23.35
OI00022484,O0012804,P00522,3,45.58,0.05,129.9
OI00022485,O0012805,P00812,5,21.66,0.0,108.3
OI00022486,O0012806,P01613,4,21.55,0.0,86.2
OI00022487,O0012806,P01723,1,190.73,0.05,181.19
OI00022488,O0012807,P01035,1,41.15,0.0,41.15
OI00022489,O0012807,P00621,2,18.64,0.0,37.28
OI00022490,O0012807,P00655,3,8.96,0.0,26.88
OI00022491,O0012808,P01890,2,31.79,0.0,63.58
OI00022492,O0012809,P01804,2,71.94,0.2,115.1
OI00022493,O0012809,P01385,2,37.93,0.1,68.27
OI00022494,O0012809,P01711,2,6.88,0.1,12.38
OI00022495,O0012810,P00070,1,25.97,0.0,25.97
OI00022496,O0012810,P01324,5,4.15,0.1,18.68
OI00022497,O0012810,P00146,2,49.22,0.0,98.44
OI00022498,O0012811,P01543,1,23.42,0.0,23.42
OI00022499,O0012811,P01542,2,9.5,0.1,17.1
OI00022500,O0012812,P00784,2,107.56,0.15,182.85
OI00022501,O0012812,P00195,1,33.67,0.05,31.99
OI00022502,O0012812,P01175,3,32.08,0.0,96.24
OI00022503,O0012813,P00899,1,245.06,0.0,245.06
OI00022504,O0012813,P01075,1,118.01,0.0,118.01
OI00022505,O0012814,P00947,1,11.76,0.0,11.76
OI00022506,O0012815,P00466,1,12.41,0.0,12.41
OI00022507,O0012815,P01750,1,22.84,0.05,21.7
OI00022508,O0012816,P00902,1,18.01,0.2,14.41
OI00022509,O0012817,P01938,3,95.25,0.0,285.75
OI00022510,O0012818,P00565,1,46.64,0.0,46.64
OI00022511,O0012819,P00177,1,16.48,0.1,14.83
OI00022512,O0012819,P00537,2,20.59,0.05,39.12
OI00022513,O0012819,P00790,1,7.89,0.1,7.1
OI00022514,O0012819,P00810,1,43.82,0.05,41.63
OI00022515,O0012820,P00483,1,76.15,0.1,68.54
OI00022516,O0012820,P00211,5,16.22,0.0,81.1
OI00022517,O0012821,P00125,1,27.21,0.1,24.49
OI00022518,O0012822,P01882,1,37.52,0.0,37.52
OI00022519,O0012822,P01277,1,59.28,0.0,59.28
OI00022520,O0012822,P00997,2,8.13,0.0,16.26
OI00022521,O0012823,P01749,2,25.07,0.0,50.14
OI00022522,O0012823,P01986,1,5.52,0.05,5.24
OI00022523,O0012824,P00790,2,7.89,0.1,14.2
OI00022524,O0012824,P01280,2,230.84,0.0,461.68
OI00022525,O0012824,P00534,3,100.8,0.0,302.4
OI00022526,O0012825,P01780,1,13.18,0.0,13.18
OI00022527,O0012826,P01306,5,5.58,0.0,27.9
OI00022528,O0012826,P00655,2,8.96,0.1,16.13
OI00022529,O0012826,P01688,1,70.55,0.0,70.55
OI00022530,O0012827,P01108,1,51.91,0.0,51.91
OI00022531,O0012828,P01560,2,18.41,0.05,34.98
OI00022532,O0012829,P01931,3,238.19,0.1,643.11
OI00022533,O0012829,P01155,1,24.81,0.15,21.09
OI00022534,O0012829,P00216,1,9.88,0.0,9.88
OI00022535,O0012829,P01839,1,30.65,0.0,30.65
OI00022536,O0012830,P00490,1,41.83,0.05,39.74
OI00022537,O0012831,P00518,3,31.2,0.0,93.6
OI00022538,O0012832,P00060,2,31.68,0.0,63.36
OI00022539,O0012833,P00113,3,89.58,0.1,241.87
OI00022540,O0012833,P01689,3,16.85,0.0,50.55
OI00022541,O0012834,P01146,4,102.13,0.15,347.24
